componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,356,320,BRC0175T,Nome não encontrado
Energia,kcal,85,76,BRC0175T,Nome não encontrado
Umidade,g,"79,3","71,4",BRC0175T,Nome não encontrado
Carboidrato total,g,"12,6","11,4",BRC0175T,Nome não encontrado
Carboidrato disponível,g,"8,63","7,77",BRC0175T,Nome não encontrado
Proteína,g,"4,32","3,88",BRC0175T,Nome não encontrado
Lipídios,g,"2,80","2,52",BRC0175T,Nome não encontrado
Fibra alimentar,g,"4,00","3,60",BRC0175T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0175T,Nome não encontrado
Cinzas,g,"0,94","0,85",BRC0175T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0175T,Nome não encontrado
Ácidos graxos saturados,g,"0,43","0,39",BRC0175T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,87","1,68",BRC0175T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,44","0,39",BRC0175T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0175T,Nome não encontrado
Cálcio,mg,"27,7","24,9",BRC0175T,Nome não encontrado
Ferro,mg,"1,20","1,08",BRC0175T,Nome não encontrado
Sódio,mg,120,108,BRC0175T,Nome não encontrado
Magnésio,mg,"18,3","16,4",BRC0175T,Nome não encontrado
Fósforo,mg,"74,6","67,2",BRC0175T,Nome não encontrado
Potássio,mg,248,223,BRC0175T,Nome não encontrado
Manganês,mg,"0,33","0,30",BRC0175T,Nome não encontrado
Zinco,mg,"0,82","0,74",BRC0175T,Nome não encontrado
Cobre,mg,"0,14","0,13",BRC0175T,Nome não encontrado
Selênio,mcg,"0,12","0,10",BRC0175T,Nome não encontrado
Vitamina A (RE),mcg,"75,7","68,1",BRC0175T,Nome não encontrado
Vitamina A (RAE),mcg,"37,8","34,0",BRC0175T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0175T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,62","0,56",BRC0175T,Nome não encontrado
Tiamina,mg,"0,06","0,05",BRC0175T,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0175T,Nome não encontrado
Niacina,mg,"0,05","0,04",BRC0175T,Nome não encontrado
Vitamina B6,mg,"0,06","0,05",BRC0175T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0175T,Nome não encontrado
Vitamina C,mg,"8,47","7,62",BRC0175T,Nome não encontrado
Equivalente de folato,mcg,"97,7","87,9",BRC0175T,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0175T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0175T,Nome não encontrado
Gordura de adição,g,-,-,BRC0175T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0175T,Nome não encontrado
Proteína animal,g,-,-,BRC0175T,Nome não encontrado
