componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,585,321,233,BRC0542A,Nome não encontrado
Energia,kcal,139,76,55,BRC0542A,Nome não encontrado
Umidade,g,"68,8","37,8","27,5",BRC0542A,Nome não encontrado
Carboidrato total,g,"19,6","10,8","7,83",BRC0542A,Nome não encontrado
Carboidrato disponível,g,"18,2","10,0","7,28",BRC0542A,Nome não encontrado
Proteína,g,"7,20","3,96","2,88",BRC0542A,Nome não encontrado
Lipídios,g,"3,84","2,11","1,54",BRC0542A,Nome não encontrado
Fibra alimentar,g,"1,38","0,76","0,55",BRC0542A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0542A,Nome não encontrado
Cinzas,g,"0,63","0,35","0,25",BRC0542A,Nome não encontrado
Colesterol,mg,"26,6","14,6","10,6",BRC0542A,Nome não encontrado
Ácidos graxos saturados,g,"0,86","0,47","0,34",BRC0542A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,01","0,56","0,40",BRC0542A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,70","0,94","0,68",BRC0542A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0542A,Nome não encontrado
Cálcio,mg,"9,57","5,26","3,83",BRC0542A,Nome não encontrado
Ferro,mg,"0,47","0,26","0,19",BRC0542A,Nome não encontrado
Sódio,mg,"45,3","24,9","18,1",BRC0542A,Nome não encontrado
Magnésio,mg,"19,6","10,8","7,85",BRC0542A,Nome não encontrado
Fósforo,mg,"60,1","33,1","24,1",BRC0542A,Nome não encontrado
Potássio,mg,122,"67,6","49,1",BRC0542A,Nome não encontrado
Manganês,mg,"0,62","0,34","0,25",BRC0542A,Nome não encontrado
Zinco,mg,"0,94","0,52","0,38",BRC0542A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0542A,Nome não encontrado
Selênio,mcg,"1,10","0,61","0,44",BRC0542A,Nome não encontrado
Vitamina A (RE),mcg,"73,0","40,2","29,2",BRC0542A,Nome não encontrado
Vitamina A (RAE),mcg,"36,5","20,1","14,6",BRC0542A,Nome não encontrado
Vitamina D,mcg,"0,01","0,00","0,00",BRC0542A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,24","0,18",BRC0542A,Nome não encontrado
Tiamina,mg,"0,03","0,02","0,01",BRC0542A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0542A,Nome não encontrado
Niacina,mg,"1,64","0,90","0,66",BRC0542A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0542A,Nome não encontrado
Vitamina B12,mcg,"0,03","0,02","0,01",BRC0542A,Nome não encontrado
Vitamina C,mg,"2,69","1,48","1,08",BRC0542A,Nome não encontrado
Equivalente de folato,mcg,"5,74","3,15","2,29",BRC0542A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0542A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0542A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0542A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0542A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0542A,Nome não encontrado
