componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1120,BRC0420A,Nome não encontrado
Energia,kcal,267,BRC0420A,Nome não encontrado
Umidade,g,"43,9",BRC0420A,Nome não encontrado
Carboidrato total,g,"31,4",BRC0420A,Nome não encontrado
Carboidrato disponível,g,"30,1",BRC0420A,Nome não encontrado
Proteína,g,"12,7",BRC0420A,Nome não encontrado
Lipídios,g,"10,3",BRC0420A,Nome não encontrado
Fibra alimentar,g,"1,30",BRC0420A,Nome não encontrado
Álcool,g,"0,00",BRC0420A,Nome não encontrado
Cinzas,g,"1,65",BRC0420A,Nome não encontrado
Colesterol,mg,256,BRC0420A,Nome não encontrado
Ácidos graxos saturados,g,"2,39",BRC0420A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,16",BRC0420A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,69",BRC0420A,Nome não encontrado
Ácidos graxos trans,g,"0,13",BRC0420A,Nome não encontrado
Cálcio,mg,"43,4",BRC0420A,Nome não encontrado
Ferro,mg,"3,21",BRC0420A,Nome não encontrado
Sódio,mg,515,BRC0420A,Nome não encontrado
Magnésio,mg,"20,5",BRC0420A,Nome não encontrado
Fósforo,mg,260,BRC0420A,Nome não encontrado
Potássio,mg,166,BRC0420A,Nome não encontrado
Manganês,mg,"0,26",BRC0420A,Nome não encontrado
Zinco,mg,"1,14",BRC0420A,Nome não encontrado
Cobre,mg,"0,09",BRC0420A,Nome não encontrado
Selênio,mcg,"23,3",BRC0420A,Nome não encontrado
Vitamina A (RE),mcg,"51,9",BRC0420A,Nome não encontrado
Vitamina A (RAE),mcg,"49,8",BRC0420A,Nome não encontrado
Vitamina D,mcg,"1,37",BRC0420A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,91",BRC0420A,Nome não encontrado
Tiamina,mg,"0,24",BRC0420A,Nome não encontrado
Riboflavina,mg,"0,51",BRC0420A,Nome não encontrado
Niacina,mg,traços,BRC0420A,Nome não encontrado
Vitamina B6,mg,"0,32",BRC0420A,Nome não encontrado
Vitamina B12,mcg,"0,58",BRC0420A,Nome não encontrado
Vitamina C,mg,"0,00",BRC0420A,Nome não encontrado
Equivalente de folato,mcg,105,BRC0420A,Nome não encontrado
Sal de adição,g,,BRC0420A,Nome não encontrado
Açúcar de adição,g,,BRC0420A,Nome não encontrado
Gordura de adição,g,-,BRC0420A,Nome não encontrado
Proteína vegetal,g,-,BRC0420A,Nome não encontrado
Proteína animal,g,-,BRC0420A,Nome não encontrado
