componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,857,685,BRC0586A,Nome não encontrado
Energia,kcal,205,164,BRC0586A,Nome não encontrado
Umidade,g,"60,9","48,7",BRC0586A,Nome não encontrado
Carboidrato total,g,"11,6","9,25",BRC0586A,Nome não encontrado
Carboidrato disponível,g,"10,8","8,62",BRC0586A,Nome não encontrado
Proteína,g,"12,7","10,2",BRC0586A,Nome não encontrado
Lipídios,g,"12,2","9,76",BRC0586A,Nome não encontrado
Fibra alimentar,g,"0,78","0,62",BRC0586A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0586A,Nome não encontrado
Cinzas,g,"2,65","2,12",BRC0586A,Nome não encontrado
Colesterol,mg,"61,8","49,4",BRC0586A,Nome não encontrado
Ácidos graxos saturados,g,"5,05","4,04",BRC0586A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,19","2,55",BRC0586A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,34","1,87",BRC0586A,Nome não encontrado
Ácidos graxos trans,g,"0,24","0,19",BRC0586A,Nome não encontrado
Cálcio,mg,227,181,BRC0586A,Nome não encontrado
Ferro,mg,"1,09","0,87",BRC0586A,Nome não encontrado
Sódio,mg,617,493,BRC0586A,Nome não encontrado
Magnésio,mg,"20,0","16,0",BRC0586A,Nome não encontrado
Fósforo,mg,242,194,BRC0586A,Nome não encontrado
Potássio,mg,216,173,BRC0586A,Nome não encontrado
Manganês,mg,"0,13","0,10",BRC0586A,Nome não encontrado
Zinco,mg,"1,69","1,35",BRC0586A,Nome não encontrado
Cobre,mg,"0,09","0,08",BRC0586A,Nome não encontrado
Selênio,mcg,"4,73","3,78",BRC0586A,Nome não encontrado
Vitamina A (RE),mcg,"50,8","40,6",BRC0586A,Nome não encontrado
Vitamina A (RAE),mcg,"36,9","29,5",BRC0586A,Nome não encontrado
Vitamina D,mcg,"0,28","0,23",BRC0586A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,48",BRC0586A,Nome não encontrado
Tiamina,mg,"0,21","0,17",BRC0586A,Nome não encontrado
Riboflavina,mg,"0,16","0,13",BRC0586A,Nome não encontrado
Niacina,mg,"1,44","1,15",BRC0586A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0586A,Nome não encontrado
Vitamina B12,mcg,"0,83","0,66",BRC0586A,Nome não encontrado
Vitamina C,mg,"4,89","3,91",BRC0586A,Nome não encontrado
Equivalente de folato,mcg,"29,1","23,3",BRC0586A,Nome não encontrado
Sal de adição,g,"0,47","0,38",BRC0586A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0586A,Nome não encontrado
Gordura de adição,g,-,-,BRC0586A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0586A,Nome não encontrado
Proteína animal,g,-,-,BRC0586A,Nome não encontrado
