componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,416,BRC0283C,Nome não encontrado
Energia,kcal,99,BRC0283C,Nome não encontrado
Umidade,g,"76,7",BRC0283C,Nome não encontrado
Carboidrato total,g,"19,7",BRC0283C,Nome não encontrado
Carboidrato disponível,g,"16,2",BRC0283C,Nome não encontrado
Proteína,g,"0,47",BRC0283C,Nome não encontrado
Lipídios,g,"2,83",BRC0283C,Nome não encontrado
Fibra alimentar,g,"3,44",BRC0283C,Nome não encontrado
Álcool,g,"0,00",BRC0283C,Nome não encontrado
Cinzas,g,"0,33",BRC0283C,Nome não encontrado
Colesterol,mg,"6,42",BRC0283C,Nome não encontrado
Ácidos graxos saturados,g,"1,65",BRC0283C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,66",BRC0283C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15",BRC0283C,Nome não encontrado
Ácidos graxos trans,g,"0,09",BRC0283C,Nome não encontrado
Cálcio,mg,"15,7",BRC0283C,Nome não encontrado
Ferro,mg,"0,36",BRC0283C,Nome não encontrado
Sódio,mg,"1,25",BRC0283C,Nome não encontrado
Magnésio,mg,"7,86",BRC0283C,Nome não encontrado
Fósforo,mg,"13,5",BRC0283C,Nome não encontrado
Potássio,mg,114,BRC0283C,Nome não encontrado
Manganês,mg,"0,22",BRC0283C,Nome não encontrado
Zinco,mg,"0,10",BRC0283C,Nome não encontrado
Cobre,mg,"0,08",BRC0283C,Nome não encontrado
Selênio,mcg,"0,05",BRC0283C,Nome não encontrado
Vitamina A (RE),mcg,"31,2",BRC0283C,Nome não encontrado
Vitamina A (RAE),mcg,"30,9",BRC0283C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0283C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24",BRC0283C,Nome não encontrado
Tiamina,mg,"0,03",BRC0283C,Nome não encontrado
Riboflavina,mg,"0,00",BRC0283C,Nome não encontrado
Niacina,mg,"0,01",BRC0283C,Nome não encontrado
Vitamina B6,mg,"0,00",BRC0283C,Nome não encontrado
Vitamina B12,mcg,"0,01",BRC0283C,Nome não encontrado
Vitamina C,mg,"1,94",BRC0283C,Nome não encontrado
Equivalente de folato,mcg,"0,13",BRC0283C,Nome não encontrado
Sal de adição,g,"4,50",BRC0283C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0283C,Nome não encontrado
Gordura de adição,g,-,BRC0283C,Nome não encontrado
Proteína vegetal,g,-,BRC0283C,Nome não encontrado
Proteína animal,g,-,BRC0283C,Nome não encontrado
