componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,865,432,BRC0035K,Nome não encontrado
Energia,kcal,206,103,BRC0035K,Nome não encontrado
Umidade,g,"58,2","29,1",BRC0035K,Nome não encontrado
Carboidrato total,g,"28,8","14,4",BRC0035K,Nome não encontrado
Carboidrato disponível,g,"28,7","14,4",BRC0035K,Nome não encontrado
Proteína,g,"4,12","2,06",BRC0035K,Nome não encontrado
Lipídios,g,"8,27","4,14",BRC0035K,Nome não encontrado
Fibra alimentar,g,"0,11","0,06",BRC0035K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0035K,Nome não encontrado
Cinzas,g,"0,65","0,33",BRC0035K,Nome não encontrado
Colesterol,mg,"18,8","9,40",BRC0035K,Nome não encontrado
Ácidos graxos saturados,g,"4,40","2,20",BRC0035K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,73","1,37",BRC0035K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,44","0,22",BRC0035K,Nome não encontrado
Ácidos graxos trans,g,,traços,BRC0035K,Nome não encontrado
Cálcio,mg,"64,1","32,0",BRC0035K,Nome não encontrado
Ferro,mg,"0,90","0,45",BRC0035K,Nome não encontrado
Sódio,mg,382,191,BRC0035K,Nome não encontrado
Magnésio,mg,"26,6","13,3",BRC0035K,Nome não encontrado
Fósforo,mg,192,"96,1",BRC0035K,Nome não encontrado
Potássio,mg,237,118,BRC0035K,Nome não encontrado
Manganês,mg,"0,10","0,05",BRC0035K,Nome não encontrado
Zinco,mg,"0,50","0,25",BRC0035K,Nome não encontrado
Cobre,mg,"0,17","0,09",BRC0035K,Nome não encontrado
Selênio,mcg,,traços,BRC0035K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0035K,Nome não encontrado
Vitamina A (RAE),mcg,"66,6","33,3",BRC0035K,Nome não encontrado
Vitamina D,mcg,,traços,BRC0035K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,traços,BRC0035K,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0035K,Nome não encontrado
Riboflavina,mg,"0,12","0,06",BRC0035K,Nome não encontrado
Niacina,mg,"0,50","0,25",BRC0035K,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0035K,Nome não encontrado
Vitamina B12,mcg,"0,18","0,09",BRC0035K,Nome não encontrado
Vitamina C,mg,"0,42","0,21",BRC0035K,Nome não encontrado
Equivalente de folato,mcg,"34,9","17,5",BRC0035K,Nome não encontrado
Sal de adição,g,,traços,BRC0035K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0035K,Nome não encontrado
Gordura de adição,g,,traços,BRC0035K,Nome não encontrado
Proteína vegetal,g,,traços,BRC0035K,Nome não encontrado
Proteína animal,g,,traços,BRC0035K,Nome não encontrado
