componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,986,1084,BRC0343A,Nome não encontrado
Energia,kcal,235,258,BRC0343A,Nome não encontrado
Umidade,g,"48,7","53,6",BRC0343A,Nome não encontrado
Carboidrato total,g,"23,4","25,7",BRC0343A,Nome não encontrado
Carboidrato disponível,g,"20,9","23,0",BRC0343A,Nome não encontrado
Proteína,g,"16,6","18,3",BRC0343A,Nome não encontrado
Lipídios,g,"8,84","9,73",BRC0343A,Nome não encontrado
Fibra alimentar,g,"2,40","2,64",BRC0343A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0343A,Nome não encontrado
Cinzas,g,"2,47","2,72",BRC0343A,Nome não encontrado
Colesterol,mg,"40,0","44,0",BRC0343A,Nome não encontrado
Ácidos graxos saturados,g,"4,40","4,84",BRC0343A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,11","2,32",BRC0343A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,80","0,88",BRC0343A,Nome não encontrado
Ácidos graxos trans,g,"0,32","0,35",BRC0343A,Nome não encontrado
Cálcio,mg,271,298,BRC0343A,Nome não encontrado
Ferro,mg,"1,67","1,83",BRC0343A,Nome não encontrado
Sódio,mg,624,687,BRC0343A,Nome não encontrado
Magnésio,mg,"39,7","43,7",BRC0343A,Nome não encontrado
Fósforo,mg,319,351,BRC0343A,Nome não encontrado
Potássio,mg,178,195,BRC0343A,Nome não encontrado
Manganês,mg,"0,84","0,93",BRC0343A,Nome não encontrado
Zinco,mg,"2,11","2,32",BRC0343A,Nome não encontrado
Cobre,mg,"0,11","0,12",BRC0343A,Nome não encontrado
Selênio,mcg,"2,50","2,75",BRC0343A,Nome não encontrado
Vitamina A (RE),mcg,"0,11","0,12",BRC0343A,Nome não encontrado
Vitamina A (RAE),mcg,"0,06","0,06",BRC0343A,Nome não encontrado
Vitamina D,mcg,"0,01","0,01",BRC0343A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,94","1,03",BRC0343A,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0343A,Nome não encontrado
Riboflavina,mg,"0,14","0,16",BRC0343A,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0343A,Nome não encontrado
Vitamina B6,mg,"0,07","0,07",BRC0343A,Nome não encontrado
Vitamina B12,mcg,"0,74","0,81",BRC0343A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0343A,Nome não encontrado
Equivalente de folato,mcg,"45,6","50,2",BRC0343A,Nome não encontrado
Sal de adição,g,,,BRC0343A,Nome não encontrado
Açúcar de adição,g,,,BRC0343A,Nome não encontrado
Gordura de adição,g,-,-,BRC0343A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0343A,Nome não encontrado
Proteína animal,g,-,-,BRC0343A,Nome não encontrado
