componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,438,438,BRC0086F,Nome não encontrado
Energia,kcal,104,103,BRC0086F,Nome não encontrado
Umidade,g,"75,6","75,6",BRC0086F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0086F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0086F,Nome não encontrado
Proteína,g,"21,3","21,3",BRC0086F,Nome não encontrado
Lipídios,g,"2,07","2,07",BRC0086F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0086F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0086F,Nome não encontrado
Cinzas,g,"1,14","1,14",BRC0086F,Nome não encontrado
Colesterol,mg,"82,9","82,9",BRC0086F,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,40",BRC0086F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,29",BRC0086F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,22","0,22",BRC0086F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0086F,Nome não encontrado
Cálcio,mg,"12,4","12,4",BRC0086F,Nome não encontrado
Ferro,mg,"1,66","1,66",BRC0086F,Nome não encontrado
Sódio,mg,"54,7","54,7",BRC0086F,Nome não encontrado
Magnésio,mg,"33,0","33,0",BRC0086F,Nome não encontrado
Fósforo,mg,203,203,BRC0086F,Nome não encontrado
Potássio,mg,306,306,BRC0086F,Nome não encontrado
Manganês,mg,,,BRC0086F,Nome não encontrado
Zinco,mg,"1,99","1,99",BRC0086F,Nome não encontrado
Cobre,mg,"0,00","0,00",BRC0086F,Nome não encontrado
Selênio,mcg,,,BRC0086F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0086F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0086F,Nome não encontrado
Vitamina D,mcg,,,BRC0086F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0086F,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0086F,Nome não encontrado
Riboflavina,mg,"0,21","0,21",BRC0086F,Nome não encontrado
Niacina,mg,,,BRC0086F,Nome não encontrado
Vitamina B6,mg,"0,55","0,55",BRC0086F,Nome não encontrado
Vitamina B12,mcg,"1,71","1,71",BRC0086F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0086F,Nome não encontrado
Equivalente de folato,mcg,"8,25","8,25",BRC0086F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0086F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0086F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0086F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0086F,Nome não encontrado
Proteína animal,g,"21,3","21,3",BRC0086F,Nome não encontrado
