componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (200 g),codigo_alimento,nome_alimento
Energia,kJ,1179,2358,BRC0011M,Nome não encontrado
Energia,kcal,282,564,BRC0011M,Nome não encontrado
Umidade,g,"47,4","94,7",BRC0011M,Nome não encontrado
Carboidrato total,g,"17,4","34,9",BRC0011M,Nome não encontrado
Carboidrato disponível,g,"17,4","34,9",BRC0011M,Nome não encontrado
Proteína,g,"16,8","33,7",BRC0011M,Nome não encontrado
Lipídios,g,"16,1","32,3",BRC0011M,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0011M,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0011M,Nome não encontrado
Cinzas,g,"2,23","4,46",BRC0011M,Nome não encontrado
Colesterol,mg,,,BRC0011M,Nome não encontrado
Ácidos graxos saturados,g,"6,92","13,8",BRC0011M,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,08","12,2",BRC0011M,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,22","2,44",BRC0011M,Nome não encontrado
Ácidos graxos trans,g,"0,70","1,40",BRC0011M,Nome não encontrado
Cálcio,mg,120,240,BRC0011M,Nome não encontrado
Ferro,mg,"2,33","4,66",BRC0011M,Nome não encontrado
Sódio,mg,562,1124,BRC0011M,Nome não encontrado
Magnésio,mg,"23,0","46,0",BRC0011M,Nome não encontrado
Fósforo,mg,168,336,BRC0011M,Nome não encontrado
Potássio,mg,231,462,BRC0011M,Nome não encontrado
Manganês,mg,"0,21","0,42",BRC0011M,Nome não encontrado
Zinco,mg,"2,92","5,84",BRC0011M,Nome não encontrado
Cobre,mg,"0,09","0,18",BRC0011M,Nome não encontrado
Selênio,mcg,,,BRC0011M,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0011M,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0011M,Nome não encontrado
Vitamina D,mcg,,,BRC0011M,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0011M,Nome não encontrado
Tiamina,mg,,,BRC0011M,Nome não encontrado
Riboflavina,mg,,,BRC0011M,Nome não encontrado
Niacina,mg,,,BRC0011M,Nome não encontrado
Vitamina B6,mg,,,BRC0011M,Nome não encontrado
Vitamina B12,mcg,,,BRC0011M,Nome não encontrado
Vitamina C,mg,,,BRC0011M,Nome não encontrado
Equivalente de folato,mcg,,,BRC0011M,Nome não encontrado
Sal de adição,g,,,BRC0011M,Nome não encontrado
Açúcar de adição,g,,,BRC0011M,Nome não encontrado
Gordura de adição,g,,,BRC0011M,Nome não encontrado
Proteína vegetal,g,,,BRC0011M,Nome não encontrado
Proteína animal,g,,,BRC0011M,Nome não encontrado
