componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1222,BRC1158A,Nome não encontrado
Energia,kcal,288,BRC1158A,Nome não encontrado
Umidade,g,"27,3",BRC1158A,Nome não encontrado
Carboidrato total,g,"63,3",BRC1158A,Nome não encontrado
Carboidrato disponível,g,"60,7",BRC1158A,Nome não encontrado
Proteína,g,"6,67",BRC1158A,Nome não encontrado
Lipídios,g,"1,52",BRC1158A,Nome não encontrado
Fibra alimentar,g,"2,59",BRC1158A,Nome não encontrado
Álcool,g,"0,00",BRC1158A,Nome não encontrado
Cinzas,g,"1,24",BRC1158A,Nome não encontrado
Colesterol,mg,"0,00",BRC1158A,Nome não encontrado
Ácidos graxos saturados,g,"0,48",BRC1158A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,42",BRC1158A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34",BRC1158A,Nome não encontrado
Ácidos graxos trans,g,"0,17",BRC1158A,Nome não encontrado
Cálcio,mg,"11,7",BRC1158A,Nome não encontrado
Ferro,mg,"2,95",BRC1158A,Nome não encontrado
Sódio,mg,464,BRC1158A,Nome não encontrado
Magnésio,mg,"18,5",BRC1158A,Nome não encontrado
Fósforo,mg,"68,4",BRC1158A,Nome não encontrado
Potássio,mg,117,BRC1158A,Nome não encontrado
Manganês,mg,"0,33",BRC1158A,Nome não encontrado
Zinco,mg,"0,56",BRC1158A,Nome não encontrado
Cobre,mg,"0,09",BRC1158A,Nome não encontrado
Selênio,mcg,"4,87",BRC1158A,Nome não encontrado
Vitamina A (RE),mcg,"1,36",BRC1158A,Nome não encontrado
Vitamina A (RAE),mcg,"1,36",BRC1158A,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1158A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12",BRC1158A,Nome não encontrado
Tiamina,mg,"0,27",BRC1158A,Nome não encontrado
Riboflavina,mg,"0,48",BRC1158A,Nome não encontrado
Niacina,mg,"1,65",BRC1158A,Nome não encontrado
Vitamina B6,mg,"0,43",BRC1158A,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1158A,Nome não encontrado
Vitamina C,mg,"0,29",BRC1158A,Nome não encontrado
Equivalente de folato,mcg,100,BRC1158A,Nome não encontrado
Sal de adição,g,,BRC1158A,Nome não encontrado
Açúcar de adição,g,,BRC1158A,Nome não encontrado
Gordura de adição,g,-,BRC1158A,Nome não encontrado
Proteína vegetal,g,-,BRC1158A,Nome não encontrado
Proteína animal,g,-,BRC1158A,Nome não encontrado
