componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,144,344,237,BRC0042C,Nome não encontrado
Energia,kcal,34,81,55,BRC0042C,Nome não encontrado
Umidade,g,"91,3",219,150,BRC0042C,Nome não encontrado
Carboidrato total,g,"7,55","18,1","12,5",BRC0042C,Nome não encontrado
Carboidrato disponível,g,"7,55","18,1","12,5",BRC0042C,Nome não encontrado
Proteína,g,"0,74","1,77","1,22",BRC0042C,Nome não encontrado
Lipídios,g,"0,07","0,18","0,12",BRC0042C,Nome não encontrado
Fibra alimentar,g,traços,traços,traços,BRC0042C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0042C,Nome não encontrado
Cinzas,g,"0,34","0,82","0,56",BRC0042C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0042C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,02","0,01",BRC0042C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,03","0,02",BRC0042C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,04","0,02",BRC0042C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0042C,Nome não encontrado
Cálcio,mg,"7,37","17,7","12,2",BRC0042C,Nome não encontrado
Ferro,mg,traços,traços,traços,BRC0042C,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0042C,Nome não encontrado
Magnésio,mg,"7,59","18,2","12,5",BRC0042C,Nome não encontrado
Fósforo,mg,"14,0","33,6","23,1",BRC0042C,Nome não encontrado
Potássio,mg,148,357,245,BRC0042C,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0042C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0042C,Nome não encontrado
Cobre,mg,"0,01","0,02","0,02",BRC0042C,Nome não encontrado
Selênio,mcg,"0,30","0,72","0,50",BRC0042C,Nome não encontrado
Vitamina A (RE),mcg,"2,31","5,53","3,80",BRC0042C,Nome não encontrado
Vitamina A (RAE),mcg,"1,15","2,77","1,90",BRC0042C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0042C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,04","0,02",BRC0042C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0042C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0042C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0042C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0042C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0042C,Nome não encontrado
Vitamina C,mg,"73,3",176,121,BRC0042C,Nome não encontrado
Equivalente de folato,mcg,"22,3","53,6","36,8",BRC0042C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0042C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0042C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0042C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0042C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0042C,Nome não encontrado
