componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,482,192,BRC0071K,Nome não encontrado
Energia,kcal,114,45,BRC0071K,Nome não encontrado
Umidade,g,"74,5","29,8",BRC0071K,Nome não encontrado
Carboidrato total,g,"19,1","7,64",BRC0071K,Nome não encontrado
Carboidrato disponível,g,"19,0","7,60",BRC0071K,Nome não encontrado
Proteína,g,"2,80","1,12",BRC0071K,Nome não encontrado
Lipídios,g,"3,00","1,20",BRC0071K,Nome não encontrado
Fibra alimentar,g,"0,10","0,04",BRC0071K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0071K,Nome não encontrado
Cinzas,g,"0,60","0,24",BRC0071K,Nome não encontrado
Colesterol,mg,"9,31","3,72",BRC0071K,Nome não encontrado
Ácidos graxos saturados,g,"1,70","0,68",BRC0071K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,74","0,30",BRC0071K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,08",BRC0071K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0071K,Nome não encontrado
Cálcio,mg,"99,0","39,6",BRC0071K,Nome não encontrado
Ferro,mg,"0,04","0,02",BRC0071K,Nome não encontrado
Sódio,mg,155,"62,4",BRC0071K,Nome não encontrado
Magnésio,mg,"9,00","3,60",BRC0071K,Nome não encontrado
Fósforo,mg,"74,0","29,6",BRC0071K,Nome não encontrado
Potássio,mg,118,"47,6",BRC0071K,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0071K,Nome não encontrado
Zinco,mg,155,"62,4",BRC0071K,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0071K,Nome não encontrado
Selênio,mcg,"3,30","1,32",BRC0071K,Nome não encontrado
Vitamina A (RE),mcg,"42,4","17,0",BRC0071K,Nome não encontrado
Vitamina A (RAE),mcg,"41,9","16,8",BRC0071K,Nome não encontrado
Vitamina D,mcg,"1,14","0,46",BRC0071K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,02",BRC0071K,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0071K,Nome não encontrado
Riboflavina,mg,"0,15","0,06",BRC0071K,Nome não encontrado
Niacina,mg,"0,08","0,03",BRC0071K,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0071K,Nome não encontrado
Vitamina B12,mcg,"0,31","0,12",BRC0071K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0071K,Nome não encontrado
Equivalente de folato,mcg,"4,00","1,60",BRC0071K,Nome não encontrado
Sal de adição,g,,,BRC0071K,Nome não encontrado
Açúcar de adição,g,,,BRC0071K,Nome não encontrado
Gordura de adição,g,,,BRC0071K,Nome não encontrado
Proteína vegetal,g,,,BRC0071K,Nome não encontrado
Proteína animal,g,,,BRC0071K,Nome não encontrado
