componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,318,286,BRC0435B,Nome não encontrado
Energia,kcal,76,67,BRC0435B,Nome não encontrado
Umidade,g,"81,5","73,3",BRC0435B,Nome não encontrado
Carboidrato total,g,"14,4","13,0",BRC0435B,Nome não encontrado
Carboidrato disponível,g,"12,5","11,3",BRC0435B,Nome não encontrado
Proteína,g,"1,79","1,61",BRC0435B,Nome não encontrado
Lipídios,g,"1,55","1,40",BRC0435B,Nome não encontrado
Fibra alimentar,g,"1,94","1,75",BRC0435B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0435B,Nome não encontrado
Cinzas,g,"0,74","0,66",BRC0435B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0435B,Nome não encontrado
Ácidos graxos saturados,g,"0,33","0,29",BRC0435B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,74","0,66",BRC0435B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,28",BRC0435B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0435B,Nome não encontrado
Cálcio,mg,"23,2","20,9",BRC0435B,Nome não encontrado
Ferro,mg,"0,67","0,61",BRC0435B,Nome não encontrado
Sódio,mg,"81,0","72,9",BRC0435B,Nome não encontrado
Magnésio,mg,"16,6","14,9",BRC0435B,Nome não encontrado
Fósforo,mg,"32,3","29,0",BRC0435B,Nome não encontrado
Potássio,mg,137,124,BRC0435B,Nome não encontrado
Manganês,mg,"0,27","0,25",BRC0435B,Nome não encontrado
Zinco,mg,"0,30","0,27",BRC0435B,Nome não encontrado
Cobre,mg,"0,08","0,07",BRC0435B,Nome não encontrado
Selênio,mcg,"0,56","0,50",BRC0435B,Nome não encontrado
Vitamina A (RE),mcg,176,159,BRC0435B,Nome não encontrado
Vitamina A (RAE),mcg,"88,3","79,5",BRC0435B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0435B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46","0,42",BRC0435B,Nome não encontrado
Tiamina,mg,"0,05","0,04",BRC0435B,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0435B,Nome não encontrado
Niacina,mg,"0,04","0,03",BRC0435B,Nome não encontrado
Vitamina B6,mg,"0,09","0,08",BRC0435B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0435B,Nome não encontrado
Vitamina C,mg,"35,0","31,5",BRC0435B,Nome não encontrado
Equivalente de folato,mcg,"21,8","19,6",BRC0435B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0435B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0435B,Nome não encontrado
Gordura de adição,g,-,-,BRC0435B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0435B,Nome não encontrado
Proteína animal,g,-,-,BRC0435B,Nome não encontrado
