componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,509,280,203,BRC0933A,Nome não encontrado
Energia,kcal,121,66,48,BRC0933A,Nome não encontrado
Umidade,g,"71,7","39,5","28,7",BRC0933A,Nome não encontrado
Carboidrato total,g,"23,3","12,8","9,33",BRC0933A,Nome não encontrado
Carboidrato disponível,g,"22,0","12,1","8,79",BRC0933A,Nome não encontrado
Proteína,g,"2,21","1,21","0,88",BRC0933A,Nome não encontrado
Lipídios,g,"2,36","1,30","0,95",BRC0933A,Nome não encontrado
Fibra alimentar,g,"1,34","0,74","0,53",BRC0933A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0933A,Nome não encontrado
Cinzas,g,"0,37","0,20","0,15",BRC0933A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0933A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24","0,18",BRC0933A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,51","0,28","0,20",BRC0933A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,26","0,69","0,50",BRC0933A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0933A,Nome não encontrado
Cálcio,mg,"19,2","10,6","7,69",BRC0933A,Nome não encontrado
Ferro,mg,"0,31","0,17","0,12",BRC0933A,Nome não encontrado
Sódio,mg,"4,25","2,34","1,70",BRC0933A,Nome não encontrado
Magnésio,mg,"25,8","14,2","10,3",BRC0933A,Nome não encontrado
Fósforo,mg,"20,3","11,1","8,11",BRC0933A,Nome não encontrado
Potássio,mg,"53,2","29,3","21,3",BRC0933A,Nome não encontrado
Manganês,mg,"0,93","0,51","0,37",BRC0933A,Nome não encontrado
Zinco,mg,"0,43","0,24","0,17",BRC0933A,Nome não encontrado
Cobre,mg,"0,14","0,08","0,05",BRC0933A,Nome não encontrado
Selênio,mcg,"1,29","0,71","0,52",BRC0933A,Nome não encontrado
Vitamina A (RE),mcg,"50,5","27,7","20,2",BRC0933A,Nome não encontrado
Vitamina A (RAE),mcg,"25,2","13,9","10,1",BRC0933A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0933A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,29","0,21",BRC0933A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0933A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0933A,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0933A,Nome não encontrado
Vitamina B6,mg,"0,01","0,00","0,00",BRC0933A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0933A,Nome não encontrado
Vitamina C,mg,"0,23","0,13","0,09",BRC0933A,Nome não encontrado
Equivalente de folato,mcg,"25,3","13,9","10,1",BRC0933A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0933A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0933A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0933A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0933A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0933A,Nome não encontrado
