componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,1175,235,BRC0108B,Nome não encontrado
Energia,kcal,284,56,BRC0108B,Nome não encontrado
Umidade,g,"57,1","11,4",BRC0108B,Nome não encontrado
Carboidrato total,g,"14,9","2,98",BRC0108B,Nome não encontrado
Carboidrato disponível,g,"12,2","2,44",BRC0108B,Nome não encontrado
Proteína,g,"3,04","0,61",BRC0108B,Nome não encontrado
Lipídios,g,"24,2","4,84",BRC0108B,Nome não encontrado
Fibra alimentar,g,"2,70","0,54",BRC0108B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0108B,Nome não encontrado
Cinzas,g,"0,82","0,16",BRC0108B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0108B,Nome não encontrado
Ácidos graxos saturados,g,"3,71","0,74",BRC0108B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,61","1,12",BRC0108B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"14,4","2,88",BRC0108B,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,02",BRC0108B,Nome não encontrado
Cálcio,mg,"16,7","3,34",BRC0108B,Nome não encontrado
Ferro,mg,"0,41","0,08",BRC0108B,Nome não encontrado
Sódio,mg,"1,89","0,38",BRC0108B,Nome não encontrado
Magnésio,mg,"16,5","3,30",BRC0108B,Nome não encontrado
Fósforo,mg,"73,6","14,7",BRC0108B,Nome não encontrado
Potássio,mg,274,"54,8",BRC0108B,Nome não encontrado
Manganês,mg,"0,19","0,04",BRC0108B,Nome não encontrado
Zinco,mg,"0,36","0,07",BRC0108B,Nome não encontrado
Cobre,mg,"0,16","0,03",BRC0108B,Nome não encontrado
Selênio,mcg,"0,59","0,12",BRC0108B,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0108B,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0108B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0108B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,84","0,17",BRC0108B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0108B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0108B,Nome não encontrado
Niacina,mg,traços,traços,BRC0108B,Nome não encontrado
Vitamina B6,mg,"0,23","0,05",BRC0108B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0108B,Nome não encontrado
Vitamina C,mg,"8,46","1,69",BRC0108B,Nome não encontrado
Equivalente de folato,mcg,"17,8","3,56",BRC0108B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0108B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0108B,Nome não encontrado
Gordura de adição,g,"24,0","4,80",BRC0108B,Nome não encontrado
Proteína vegetal,g,"3,04","0,61",BRC0108B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0108B,Nome não encontrado
