componente,unidade,Valor por 100g,Colher sopa cheia (37 g),Colher sopa rasa (22 g),codigo_alimento,nome_alimento
Energia,kJ,670,247,147,BRC0308B,Nome não encontrado
Energia,kcal,159,58,35,BRC0308B,Nome não encontrado
Umidade,g,"65,5","24,2","14,4",BRC0308B,Nome não encontrado
Carboidrato total,g,"28,3","10,5","6,23",BRC0308B,Nome não encontrado
Carboidrato disponível,g,"26,6","9,85","5,86",BRC0308B,Nome não encontrado
Proteína,g,"0,61","0,22","0,13",BRC0308B,Nome não encontrado
Lipídios,g,"5,23","1,93","1,15",BRC0308B,Nome não encontrado
Fibra alimentar,g,"1,69","0,62","0,37",BRC0308B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0308B,Nome não encontrado
Cinzas,g,"0,41","0,15","0,09",BRC0308B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0308B,Nome não encontrado
Ácidos graxos saturados,g,"0,84","0,31","0,18",BRC0308B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,24","0,46","0,27",BRC0308B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,08","1,14","0,68",BRC0308B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01","0,01",BRC0308B,Nome não encontrado
Cálcio,mg,"17,6","6,50","3,87",BRC0308B,Nome não encontrado
Ferro,mg,"0,07","0,03","0,02",BRC0308B,Nome não encontrado
Sódio,mg,"0,86","0,32","0,19",BRC0308B,Nome não encontrado
Magnésio,mg,"25,3","9,36","5,57",BRC0308B,Nome não encontrado
Fósforo,mg,"21,1","7,82","4,65",BRC0308B,Nome não encontrado
Potássio,mg,"94,7","35,0","20,8",BRC0308B,Nome não encontrado
Manganês,mg,"0,06","0,02","0,01",BRC0308B,Nome não encontrado
Zinco,mg,"0,17","0,06","0,04",BRC0308B,Nome não encontrado
Cobre,mg,"0,03","0,01","0,01",BRC0308B,Nome não encontrado
Selênio,mcg,"0,46","0,17","0,10",BRC0308B,Nome não encontrado
Vitamina A (RE),mcg,"12,5","4,61","2,74",BRC0308B,Nome não encontrado
Vitamina A (RAE),mcg,"6,23","2,31","1,37",BRC0308B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0308B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,76","0,28","0,17",BRC0308B,Nome não encontrado
Tiamina,mg,"0,06","0,02","0,01",BRC0308B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0308B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0308B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0308B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0308B,Nome não encontrado
Vitamina C,mg,"10,4","3,86","2,30",BRC0308B,Nome não encontrado
Equivalente de folato,mcg,"9,89","3,66","2,18",BRC0308B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0308B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0308B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0308B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0308B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0308B,Nome não encontrado
