componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,649,714,BRC0766B,Nome não encontrado
Energia,kcal,155,170,BRC0766B,Nome não encontrado
Umidade,g,"68,6","75,4",BRC0766B,Nome não encontrado
Carboidrato total,g,"16,3","17,9",BRC0766B,Nome não encontrado
Carboidrato disponível,g,"15,0","16,5",BRC0766B,Nome não encontrado
Proteína,g,"6,30","6,93",BRC0766B,Nome não encontrado
Lipídios,g,"7,43","8,17",BRC0766B,Nome não encontrado
Fibra alimentar,g,"1,21","1,33",BRC0766B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0766B,Nome não encontrado
Cinzas,g,"1,41","1,55",BRC0766B,Nome não encontrado
Colesterol,mg,"72,6","79,9",BRC0766B,Nome não encontrado
Ácidos graxos saturados,g,"3,75","4,13",BRC0766B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,85","2,03",BRC0766B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,91","1,00",BRC0766B,Nome não encontrado
Ácidos graxos trans,g,"0,20","0,22",BRC0766B,Nome não encontrado
Cálcio,mg,"77,1","84,8",BRC0766B,Nome não encontrado
Ferro,mg,"0,78","0,85",BRC0766B,Nome não encontrado
Sódio,mg,356,391,BRC0766B,Nome não encontrado
Magnésio,mg,"21,3","23,5",BRC0766B,Nome não encontrado
Fósforo,mg,115,126,BRC0766B,Nome não encontrado
Potássio,mg,121,133,BRC0766B,Nome não encontrado
Manganês,mg,"0,08","0,09",BRC0766B,Nome não encontrado
Zinco,mg,"0,59","0,65",BRC0766B,Nome não encontrado
Cobre,mg,"0,13","0,14",BRC0766B,Nome não encontrado
Selênio,mcg,"1,29","1,42",BRC0766B,Nome não encontrado
Vitamina A (RE),mcg,"63,6","69,9",BRC0766B,Nome não encontrado
Vitamina A (RAE),mcg,"60,9","67,0",BRC0766B,Nome não encontrado
Vitamina D,mcg,"0,05","0,05",BRC0766B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,86",BRC0766B,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0766B,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0766B,Nome não encontrado
Niacina,mg,"0,06","0,06",BRC0766B,Nome não encontrado
Vitamina B6,mg,"0,05","0,05",BRC0766B,Nome não encontrado
Vitamina B12,mcg,"0,46","0,51",BRC0766B,Nome não encontrado
Vitamina C,mg,"8,41","9,25",BRC0766B,Nome não encontrado
Equivalente de folato,mcg,"12,7","13,9",BRC0766B,Nome não encontrado
Sal de adição,g,"0,47","0,52",BRC0766B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0766B,Nome não encontrado
Gordura de adição,g,-,-,BRC0766B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0766B,Nome não encontrado
Proteína animal,g,-,-,BRC0766B,Nome não encontrado
