componente,unidade,Valor por 100g,Colher sopa cheia (22 g),Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1149,252,160,BRC0007T,Nome não encontrado
Energia,kcal,274,60,38,BRC0007T,Nome não encontrado
Umidade,g,"13,5","2,98","1,89",BRC0007T,Nome não encontrado
Carboidrato total,g,"61,5","13,5","8,61",BRC0007T,Nome não encontrado
Carboidrato disponível,g,"31,2","6,85","4,36",BRC0007T,Nome não encontrado
Proteína,g,"20,1","4,42","2,81",BRC0007T,Nome não encontrado
Lipídios,g,"0,95","0,21","0,13",BRC0007T,Nome não encontrado
Fibra alimentar,g,"30,3","6,67","4,24",BRC0007T,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
Cinzas,g,"3,94","0,87","0,55",BRC0007T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
Ácidos graxos saturados,g,"0,30","0,07","0,04",BRC0007T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,20","0,04","0,03",BRC0007T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,60","0,13","0,08",BRC0007T,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0007T,Nome não encontrado
Cálcio,mg,"98,0","21,6","13,7",BRC0007T,Nome não encontrado
Ferro,mg,"7,03","1,55","0,98",BRC0007T,Nome não encontrado
Sódio,mg,"24,6","5,41","3,44",BRC0007T,Nome não encontrado
Magnésio,mg,169,"37,4","23,8",BRC0007T,Nome não encontrado
Fósforo,mg,427,"94,0","59,8",BRC0007T,Nome não encontrado
Potássio,mg,1275,280,178,BRC0007T,Nome não encontrado
Manganês,mg,"0,99","0,22","0,14",BRC0007T,Nome não encontrado
Zinco,mg,"3,01","0,66","0,42",BRC0007T,Nome não encontrado
Cobre,mg,"0,95","0,21","0,13",BRC0007T,Nome não encontrado
Selênio,mcg,"0,10","0,02","0,01",BRC0007T,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0007T,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0007T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,04","0,02",BRC0007T,Nome não encontrado
Tiamina,mg,"0,10","0,02","0,01",BRC0007T,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0007T,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0007T,Nome não encontrado
Vitamina B6,mg,"0,12","0,03","0,02",BRC0007T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0007T,Nome não encontrado
Equivalente de folato,mcg,511,112,"71,7",BRC0007T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
Proteína vegetal,g,"20,1","4,42","2,81",BRC0007T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0007T,Nome não encontrado
