componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1583,395,BRC0390B,Nome não encontrado
Energia,kcal,383,95,BRC0390B,Nome não encontrado
Umidade,g,"42,7","10,7",BRC0390B,Nome não encontrado
Carboidrato total,g,"19,6","4,90",BRC0390B,Nome não encontrado
Carboidrato disponível,g,"17,2","4,29",BRC0390B,Nome não encontrado
Proteína,g,"1,69","0,42",BRC0390B,Nome não encontrado
Lipídios,g,"33,6","8,40",BRC0390B,Nome não encontrado
Fibra alimentar,g,"2,46","0,62",BRC0390B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0390B,Nome não encontrado
Cinzas,g,"2,42","0,61",BRC0390B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0390B,Nome não encontrado
Ácidos graxos saturados,g,"5,00","1,25",BRC0390B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"25,2","6,30",BRC0390B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,28","0,82",BRC0390B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0390B,Nome não encontrado
Cálcio,mg,"11,9","2,97",BRC0390B,Nome não encontrado
Ferro,mg,"0,67","0,17",BRC0390B,Nome não encontrado
Sódio,mg,672,168,BRC0390B,Nome não encontrado
Magnésio,mg,"15,6","3,89",BRC0390B,Nome não encontrado
Fósforo,mg,"35,7","8,92",BRC0390B,Nome não encontrado
Potássio,mg,299,"75,0",BRC0390B,Nome não encontrado
Manganês,mg,"0,09","0,02",BRC0390B,Nome não encontrado
Zinco,mg,"0,24","0,06",BRC0390B,Nome não encontrado
Cobre,mg,"0,11","0,03",BRC0390B,Nome não encontrado
Selênio,mcg,"0,43","0,11",BRC0390B,Nome não encontrado
Vitamina A (RE),mcg,136,"34,2",BRC0390B,Nome não encontrado
Vitamina A (RAE),mcg,"68,3","17,1",BRC0390B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0390B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"6,84","1,71",BRC0390B,Nome não encontrado
Tiamina,mg,"0,12","0,03",BRC0390B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0390B,Nome não encontrado
Niacina,mg,traços,traços,BRC0390B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01",BRC0390B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0390B,Nome não encontrado
Vitamina C,mg,"19,1","4,77",BRC0390B,Nome não encontrado
Equivalente de folato,mcg,"15,9","3,96",BRC0390B,Nome não encontrado
Sal de adição,g,"2,00","0,50",BRC0390B,Nome não encontrado
Açúcar de adição,g,"14,0","3,50",BRC0390B,Nome não encontrado
Gordura de adição,g,-,-,BRC0390B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0390B,Nome não encontrado
Proteína animal,g,-,-,BRC0390B,Nome não encontrado
