componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,449,112,BRC0707B,Nome não encontrado
Energia,kcal,107,26,BRC0707B,Nome não encontrado
Umidade,g,"76,1","19,0",BRC0707B,Nome não encontrado
Carboidrato total,g,"3,99","1,00",BRC0707B,Nome não encontrado
Carboidrato disponível,g,"2,46","0,62",BRC0707B,Nome não encontrado
Proteína,g,"13,6","3,41",BRC0707B,Nome não encontrado
Lipídios,g,"4,40","1,10",BRC0707B,Nome não encontrado
Fibra alimentar,g,"1,53","0,38",BRC0707B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0707B,Nome não encontrado
Cinzas,g,"1,88","0,47",BRC0707B,Nome não encontrado
Colesterol,mg,"35,4","8,85",BRC0707B,Nome não encontrado
Ácidos graxos saturados,g,"0,92","0,23",BRC0707B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,16","0,29",BRC0707B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,09","0,52",BRC0707B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0707B,Nome não encontrado
Cálcio,mg,"9,61","2,40",BRC0707B,Nome não encontrado
Ferro,mg,"0,42","0,11",BRC0707B,Nome não encontrado
Sódio,mg,442,110,BRC0707B,Nome não encontrado
Magnésio,mg,"15,1","3,77",BRC0707B,Nome não encontrado
Fósforo,mg,112,"28,0",BRC0707B,Nome não encontrado
Potássio,mg,275,"68,9",BRC0707B,Nome não encontrado
Manganês,mg,"0,06","0,01",BRC0707B,Nome não encontrado
Zinco,mg,"0,53","0,13",BRC0707B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0707B,Nome não encontrado
Selênio,mcg,"4,84","1,21",BRC0707B,Nome não encontrado
Vitamina A (RE),mcg,"81,4","20,3",BRC0707B,Nome não encontrado
Vitamina A (RAE),mcg,"40,7","10,2",BRC0707B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0707B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,84","0,21",BRC0707B,Nome não encontrado
Tiamina,mg,"0,11","0,03",BRC0707B,Nome não encontrado
Riboflavina,mg,"0,02","0,00",BRC0707B,Nome não encontrado
Niacina,mg,"3,04","0,76",BRC0707B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0707B,Nome não encontrado
Vitamina B12,mcg,"0,05","0,01",BRC0707B,Nome não encontrado
Vitamina C,mg,"12,1","3,03",BRC0707B,Nome não encontrado
Equivalente de folato,mcg,"12,1","3,02",BRC0707B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0707B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0707B,Nome não encontrado
Gordura de adição,g,-,-,BRC0707B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0707B,Nome não encontrado
Proteína animal,g,-,-,BRC0707B,Nome não encontrado
