componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1627,1789,BRC0689F,Nome não encontrado
Energia,kcal,392,430,BRC0689F,Nome não encontrado
Umidade,g,"36,8","40,4",BRC0689F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0689F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0689F,Nome não encontrado
Proteína,g,"30,1","33,1",BRC0689F,Nome não encontrado
Lipídios,g,"30,1","33,2",BRC0689F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0689F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0689F,Nome não encontrado
Cinzas,g,"1,82","2,00",BRC0689F,Nome não encontrado
Colesterol,mg,112,123,BRC0689F,Nome não encontrado
Ácidos graxos saturados,g,"11,7","12,9",BRC0689F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"13,8","15,2",BRC0689F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,09","3,39",BRC0689F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,07",BRC0689F,Nome não encontrado
Cálcio,mg,"16,8","18,5",BRC0689F,Nome não encontrado
Ferro,mg,"1,03","1,14",BRC0689F,Nome não encontrado
Sódio,mg,242,266,BRC0689F,Nome não encontrado
Magnésio,mg,"14,0","15,4",BRC0689F,Nome não encontrado
Fósforo,mg,199,219,BRC0689F,Nome não encontrado
Potássio,mg,244,269,BRC0689F,Nome não encontrado
Manganês,mg,traços,traços,BRC0689F,Nome não encontrado
Zinco,mg,"3,08","3,39",BRC0689F,Nome não encontrado
Cobre,mg,"0,07","0,08",BRC0689F,Nome não encontrado
Selênio,mcg,"8,42","9,26",BRC0689F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0689F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0689F,Nome não encontrado
Vitamina D,mcg,"0,59","0,65",BRC0689F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34","0,37",BRC0689F,Nome não encontrado
Tiamina,mg,"0,71","0,78",BRC0689F,Nome não encontrado
Riboflavina,mg,"0,05","0,06",BRC0689F,Nome não encontrado
Niacina,mg,"10,6","11,6",BRC0689F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0689F,Nome não encontrado
Vitamina B12,mcg,"0,62","0,68",BRC0689F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0689F,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0689F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0689F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0689F,Nome não encontrado
Gordura de adição,g,-,-,BRC0689F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0689F,Nome não encontrado
Proteína animal,g,-,-,BRC0689F,Nome não encontrado
