componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,378,208,BRC0382N,Nome não encontrado
Energia,kcal,92,50,BRC0382N,Nome não encontrado
Umidade,g,"79,5","43,7",BRC0382N,Nome não encontrado
Carboidrato total,g,"4,17","2,29",BRC0382N,Nome não encontrado
Carboidrato disponível,g,"2,65","1,46",BRC0382N,Nome não encontrado
Proteína,g,"12,2","6,70",BRC0382N,Nome não encontrado
Lipídios,g,"3,33","1,83",BRC0382N,Nome não encontrado
Fibra alimentar,g,"1,52","0,84",BRC0382N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0382N,Nome não encontrado
Cinzas,g,"0,87","0,48",BRC0382N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0382N,Nome não encontrado
Ácidos graxos saturados,g,"0,71","0,39",BRC0382N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,91","1,05",BRC0382N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,51","0,28",BRC0382N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0382N,Nome não encontrado
Cálcio,mg,"7,69","4,23",BRC0382N,Nome não encontrado
Ferro,mg,"0,33","0,18",BRC0382N,Nome não encontrado
Sódio,mg,113,"62,3",BRC0382N,Nome não encontrado
Magnésio,mg,"9,82","5,40",BRC0382N,Nome não encontrado
Fósforo,mg,102,"56,2",BRC0382N,Nome não encontrado
Potássio,mg,148,"81,9",BRC0382N,Nome não encontrado
Manganês,mg,"0,09","0,05",BRC0382N,Nome não encontrado
Zinco,mg,"0,49","0,27",BRC0382N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0382N,Nome não encontrado
Selênio,mcg,"4,51","2,48",BRC0382N,Nome não encontrado
Vitamina A (RE),mcg,137,"75,6",BRC0382N,Nome não encontrado
Vitamina A (RAE),mcg,"69,0","37,9",BRC0382N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0382N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,89","1,04",BRC0382N,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0382N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0382N,Nome não encontrado
Niacina,mg,"2,82","1,55",BRC0382N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0382N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0382N,Nome não encontrado
Vitamina C,mg,"2,45","1,35",BRC0382N,Nome não encontrado
Equivalente de folato,mcg,"8,95","4,92",BRC0382N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0382N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0382N,Nome não encontrado
Gordura de adição,g,-,-,BRC0382N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0382N,Nome não encontrado
Proteína animal,g,-,-,BRC0382N,Nome não encontrado
