componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,210,210,BRC0014C,Nome não encontrado
Energia,kcal,50,50,BRC0014C,Nome não encontrado
Umidade,g,"84,0","84,0",BRC0014C,Nome não encontrado
Carboidrato total,g,"13,4","13,4",BRC0014C,Nome não encontrado
Carboidrato disponível,g,"7,65","7,65",BRC0014C,Nome não encontrado
Proteína,g,"0,86","0,86",BRC0014C,Nome não encontrado
Lipídios,g,"0,53","0,53",BRC0014C,Nome não encontrado
Fibra alimentar,g,"5,78","5,78",BRC0014C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0014C,Nome não encontrado
Cinzas,g,"1,18","1,18",BRC0014C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0014C,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,06",BRC0014C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0014C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,24","0,24",BRC0014C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0014C,Nome não encontrado
Cálcio,mg,"6,45","6,45",BRC0014C,Nome não encontrado
Ferro,mg,"0,17","0,17",BRC0014C,Nome não encontrado
Sódio,mg,traços,traços,BRC0014C,Nome não encontrado
Magnésio,mg,"8,75","8,75",BRC0014C,Nome não encontrado
Fósforo,mg,"15,9","15,9",BRC0014C,Nome não encontrado
Potássio,mg,208,208,BRC0014C,Nome não encontrado
Manganês,mg,"0,08","0,08",BRC0014C,Nome não encontrado
Zinco,mg,"0,17","0,17",BRC0014C,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0014C,Nome não encontrado
Selênio,mcg,"0,40","0,40",BRC0014C,Nome não encontrado
Vitamina A (RE),mcg,106,106,BRC0014C,Nome não encontrado
Vitamina A (RAE),mcg,"53,1","53,1",BRC0014C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0014C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,41",BRC0014C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0014C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0014C,Nome não encontrado
Niacina,mg,traços,traços,BRC0014C,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0014C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0014C,Nome não encontrado
Vitamina C,mg,"89,9","89,9",BRC0014C,Nome não encontrado
Equivalente de folato,mcg,"40,8","40,8",BRC0014C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0014C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0014C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0014C,Nome não encontrado
Proteína vegetal,g,"0,86","0,86",BRC0014C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0014C,Nome não encontrado
