componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,388,116,BRC0907B,Nome não encontrado
Energia,kcal,92,27,BRC0907B,Nome não encontrado
Umidade,g,"75,2","22,6",BRC0907B,Nome não encontrado
Carboidrato total,g,"23,0","6,90",BRC0907B,Nome não encontrado
Carboidrato disponível,g,"20,3","6,08",BRC0907B,Nome não encontrado
Proteína,g,"0,85","0,26",BRC0907B,Nome não encontrado
Lipídios,g,"0,18","0,05",BRC0907B,Nome não encontrado
Fibra alimentar,g,"2,73","0,82",BRC0907B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0907B,Nome não encontrado
Cinzas,g,"0,79","0,24",BRC0907B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0907B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01",BRC0907B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0907B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,02",BRC0907B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0907B,Nome não encontrado
Cálcio,mg,"21,5","6,46",BRC0907B,Nome não encontrado
Ferro,mg,"0,24","0,07",BRC0907B,Nome não encontrado
Sódio,mg,131,"39,4",BRC0907B,Nome não encontrado
Magnésio,mg,"14,0","4,19",BRC0907B,Nome não encontrado
Fósforo,mg,"19,3","5,78",BRC0907B,Nome não encontrado
Potássio,mg,185,"55,8",BRC0907B,Nome não encontrado
Manganês,mg,"0,18","0,05",BRC0907B,Nome não encontrado
Zinco,mg,"0,16","0,05",BRC0907B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0907B,Nome não encontrado
Selênio,mcg,"0,20","0,06",BRC0907B,Nome não encontrado
Vitamina A (RE),mcg,1401,420,BRC0907B,Nome não encontrado
Vitamina A (RAE),mcg,700,210,BRC0907B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0907B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,18","0,35",BRC0907B,Nome não encontrado
Tiamina,mg,"0,10","0,03",BRC0907B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0907B,Nome não encontrado
Niacina,mg,"3,22","0,97",BRC0907B,Nome não encontrado
Vitamina B6,mg,"0,06","0,02",BRC0907B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0907B,Nome não encontrado
Vitamina C,mg,"29,8","8,93",BRC0907B,Nome não encontrado
Equivalente de folato,mcg,"7,40","2,22",BRC0907B,Nome não encontrado
Sal de adição,g,"0,32","0,10",BRC0907B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0907B,Nome não encontrado
Gordura de adição,g,-,-,BRC0907B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0907B,Nome não encontrado
Proteína animal,g,-,-,BRC0907B,Nome não encontrado
