componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1009,302,BRC0052G,Nome não encontrado
Energia,kcal,243,72,BRC0052G,Nome não encontrado
Umidade,g,"59,6","17,9",BRC0052G,Nome não encontrado
Carboidrato total,g,"3,02","0,91",BRC0052G,Nome não encontrado
Carboidrato disponível,g,"3,02","0,91",BRC0052G,Nome não encontrado
Proteína,g,"15,9","4,76",BRC0052G,Nome não encontrado
Lipídios,g,"18,6","5,58",BRC0052G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0052G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0052G,Nome não encontrado
Cinzas,g,"2,97","0,89",BRC0052G,Nome não encontrado
Colesterol,mg,"62,0","18,6",BRC0052G,Nome não encontrado
Ácidos graxos saturados,g,"11,4","3,42",BRC0052G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,80","1,74",BRC0052G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,12",BRC0052G,Nome não encontrado
Ácidos graxos trans,g,"0,66","0,20",BRC0052G,Nome não encontrado
Cálcio,mg,611,183,BRC0052G,Nome não encontrado
Ferro,mg,"0,93","0,28",BRC0052G,Nome não encontrado
Sódio,mg,"31,2","9,37",BRC0052G,Nome não encontrado
Magnésio,mg,"14,8","4,44",BRC0052G,Nome não encontrado
Fósforo,mg,123,"37,0",BRC0052G,Nome não encontrado
Potássio,mg,104,"31,5",BRC0052G,Nome não encontrado
Manganês,mg,"0,02","0,00",BRC0052G,Nome não encontrado
Zinco,mg,"1,51","0,45",BRC0052G,Nome não encontrado
Cobre,mg,traços,traços,BRC0052G,Nome não encontrado
Selênio,mcg,"9,90","2,97",BRC0052G,Nome não encontrado
Vitamina A (RE),mcg,147,"44,4",BRC0052G,Nome não encontrado
Vitamina A (RAE),mcg,147,"44,4",BRC0052G,Nome não encontrado
Vitamina D,mcg,"2,11","0,63",BRC0052G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,09",BRC0052G,Nome não encontrado
Tiamina,mg,traços,traços,BRC0052G,Nome não encontrado
Riboflavina,mg,"0,25","0,08",BRC0052G,Nome não encontrado
Niacina,mg,traços,traços,BRC0052G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0052G,Nome não encontrado
Vitamina B12,mcg,"1,40","0,42",BRC0052G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0052G,Nome não encontrado
Equivalente de folato,mcg,"5,83","1,75",BRC0052G,Nome não encontrado
Sal de adição,g,,,BRC0052G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0052G,Nome não encontrado
Gordura de adição,g,,,BRC0052G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0052G,Nome não encontrado
Proteína animal,g,"15,9","4,76",BRC0052G,Nome não encontrado
