componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,181,433,298,BRC0083C,Nome não encontrado
Energia,kcal,43,102,70,BRC0083C,Nome não encontrado
Umidade,g,"88,9",213,146,BRC0083C,Nome não encontrado
Carboidrato total,g,"9,64","23,1","15,9",BRC0083C,Nome não encontrado
Carboidrato disponível,g,"9,28","22,3","15,3",BRC0083C,Nome não encontrado
Proteína,g,"0,77","1,84","1,27",BRC0083C,Nome não encontrado
Lipídios,g,"0,19","0,46","0,32",BRC0083C,Nome não encontrado
Fibra alimentar,g,"0,35","0,85","0,58",BRC0083C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Cinzas,g,"0,46","1,11","0,76",BRC0083C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,05","0,03",BRC0083C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,06","0,04",BRC0083C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,21","0,14",BRC0083C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Cálcio,mg,"4,16","9,98","6,86",BRC0083C,Nome não encontrado
Ferro,mg,"0,35","0,83","0,57",BRC0083C,Nome não encontrado
Sódio,mg,"21,7","52,1","35,8",BRC0083C,Nome não encontrado
Magnésio,mg,"4,16","9,98","6,86",BRC0083C,Nome não encontrado
Fósforo,mg,"13,9","33,4","22,9",BRC0083C,Nome não encontrado
Potássio,mg,200,481,331,BRC0083C,Nome não encontrado
Manganês,mg,"0,07","0,17","0,12",BRC0083C,Nome não encontrado
Zinco,mg,"0,14","0,33","0,22",BRC0083C,Nome não encontrado
Cobre,mg,"0,05","0,12","0,09",BRC0083C,Nome não encontrado
Selênio,mcg,"0,52","1,24","0,85",BRC0083C,Nome não encontrado
Vitamina A (RE),mcg,108,260,178,BRC0083C,Nome não encontrado
Vitamina A (RAE),mcg,"54,2",130,"89,4",BRC0083C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,14","0,10",BRC0083C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0083C,Nome não encontrado
Riboflavina,mg,"0,08","0,19","0,13",BRC0083C,Nome não encontrado
Niacina,mg,"1,92","4,60","3,16",BRC0083C,Nome não encontrado
Vitamina B6,mg,"0,05","0,12","0,08",BRC0083C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Vitamina C,mg,"13,7","32,8","22,6",BRC0083C,Nome não encontrado
Equivalente de folato,mcg,"9,21","22,1","15,2",BRC0083C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
Proteína vegetal,g,"0,77","1,84","1,27",BRC0083C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0083C,Nome não encontrado
