componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,674,BRC0525E,Nome não encontrado
Energia,kcal,161,BRC0525E,Nome não encontrado
Umidade,g,"67,7",BRC0525E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0525E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0525E,Nome não encontrado
Proteína,g,"24,4",BRC0525E,Nome não encontrado
Lipídios,g,"7,02",BRC0525E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0525E,Nome não encontrado
Álcool,g,"0,00",BRC0525E,Nome não encontrado
Cinzas,g,"0,92",BRC0525E,Nome não encontrado
Colesterol,mg,"77,6",BRC0525E,Nome não encontrado
Ácidos graxos saturados,g,"1,19",BRC0525E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,54",BRC0525E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,34",BRC0525E,Nome não encontrado
Ácidos graxos trans,g,,BRC0525E,Nome não encontrado
Cálcio,mg,"12,0",BRC0525E,Nome não encontrado
Ferro,mg,"0,68",BRC0525E,Nome não encontrado
Sódio,mg,104,BRC0525E,Nome não encontrado
Magnésio,mg,"27,4",BRC0525E,Nome não encontrado
Fósforo,mg,196,BRC0525E,Nome não encontrado
Potássio,mg,263,BRC0525E,Nome não encontrado
Manganês,mg,"0,00",BRC0525E,Nome não encontrado
Zinco,mg,"1,39",BRC0525E,Nome não encontrado
Cobre,mg,"0,09",BRC0525E,Nome não encontrado
Selênio,mcg,,BRC0525E,Nome não encontrado
Vitamina A (RE),mcg,"6,54",BRC0525E,Nome não encontrado
Vitamina A (RAE),mcg,"6,54",BRC0525E,Nome não encontrado
Vitamina D,mcg,"0,11",BRC0525E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15",BRC0525E,Nome não encontrado
Tiamina,mg,"0,04",BRC0525E,Nome não encontrado
Riboflavina,mg,"0,15",BRC0525E,Nome não encontrado
Niacina,mg,"9,71",BRC0525E,Nome não encontrado
Vitamina B6,mg,"0,71",BRC0525E,Nome não encontrado
Vitamina B12,mcg,"0,62",BRC0525E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0525E,Nome não encontrado
Equivalente de folato,mcg,"7,61",BRC0525E,Nome não encontrado
Sal de adição,g,"0,00",BRC0525E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0525E,Nome não encontrado
Gordura de adição,g,,BRC0525E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0525E,Nome não encontrado
Proteína animal,g,"24,4",BRC0525E,Nome não encontrado
