componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,86,17,11,BRC0037B,Nome não encontrado
Energia,kcal,20,4,2,BRC0037B,Nome não encontrado
Umidade,g,"94,1","18,8","12,2",BRC0037B,Nome não encontrado
Carboidrato total,g,"4,38","0,88","0,57",BRC0037B,Nome não encontrado
Carboidrato disponível,g,"2,79","0,56","0,36",BRC0037B,Nome não encontrado
Proteína,g,"0,91","0,18","0,12",BRC0037B,Nome não encontrado
Lipídios,g,"0,27","0,05","0,04",BRC0037B,Nome não encontrado
Fibra alimentar,g,"1,59","0,32","0,21",BRC0037B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Cinzas,g,"0,38","0,08","0,05",BRC0037B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,02","0,01",BRC0037B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0037B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,02","0,01",BRC0037B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Cálcio,mg,"7,98","1,60","1,04",BRC0037B,Nome não encontrado
Ferro,mg,"0,38","0,08","0,05",BRC0037B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0037B,Nome não encontrado
Magnésio,mg,"10,00","2,00","1,30",BRC0037B,Nome não encontrado
Fósforo,mg,"15,1","3,03","1,97",BRC0037B,Nome não encontrado
Potássio,mg,159,"32,0","20,8",BRC0037B,Nome não encontrado
Manganês,mg,"0,13","0,03","0,02",BRC0037B,Nome não encontrado
Zinco,mg,"0,18","0,04","0,02",BRC0037B,Nome não encontrado
Cobre,mg,"0,07","0,01","0,01",BRC0037B,Nome não encontrado
Selênio,mcg,"0,20","0,04","0,03",BRC0037B,Nome não encontrado
Vitamina A (RE),mcg,"38,3","7,67","4,98",BRC0037B,Nome não encontrado
Vitamina A (RAE),mcg,"19,2","3,83","2,49",BRC0037B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,12","0,08",BRC0037B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0037B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0037B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0037B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0037B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Vitamina C,mg,"91,9","18,4","11,9",BRC0037B,Nome não encontrado
Equivalente de folato,mcg,"9,72","1,94","1,26",BRC0037B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
Proteína vegetal,g,"0,91","0,18","0,12",BRC0037B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0037B,Nome não encontrado
