componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,1663,1164,BRC0140K,Nome não encontrado
Energia,kcal,396,277,BRC0140K,Nome não encontrado
Umidade,g,"17,8","12,4",BRC0140K,Nome não encontrado
Carboidrato total,g,"61,7","43,2",BRC0140K,Nome não encontrado
Carboidrato disponível,g,"60,1","42,1",BRC0140K,Nome não encontrado
Proteína,g,"5,25","3,67",BRC0140K,Nome não encontrado
Lipídios,g,"14,6","10,2",BRC0140K,Nome não encontrado
Fibra alimentar,g,"1,62","1,14",BRC0140K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0140K,Nome não encontrado
Cinzas,g,"0,70","0,49",BRC0140K,Nome não encontrado
Colesterol,mg,100,"70,2",BRC0140K,Nome não encontrado
Ácidos graxos saturados,g,"8,09","5,66",BRC0140K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,94","2,76",BRC0140K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,56","0,39",BRC0140K,Nome não encontrado
Ácidos graxos trans,g,"0,42","0,29",BRC0140K,Nome não encontrado
Cálcio,mg,"32,7","22,9",BRC0140K,Nome não encontrado
Ferro,mg,"1,81","1,26",BRC0140K,Nome não encontrado
Sódio,mg,"44,7","31,3",BRC0140K,Nome não encontrado
Magnésio,mg,"13,1","9,15",BRC0140K,Nome não encontrado
Fósforo,mg,"84,7","59,3",BRC0140K,Nome não encontrado
Potássio,mg,133,"93,6",BRC0140K,Nome não encontrado
Manganês,mg,"0,18","0,12",BRC0140K,Nome não encontrado
Zinco,mg,"0,53","0,37",BRC0140K,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0140K,Nome não encontrado
Selênio,mcg,"5,19","3,63",BRC0140K,Nome não encontrado
Vitamina A (RE),mcg,194,136,BRC0140K,Nome não encontrado
Vitamina A (RAE),mcg,191,134,BRC0140K,Nome não encontrado
Vitamina D,mcg,"0,36","0,25",BRC0140K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,39",BRC0140K,Nome não encontrado
Tiamina,mg,"0,09","0,06",BRC0140K,Nome não encontrado
Riboflavina,mg,"0,12","0,09",BRC0140K,Nome não encontrado
Niacina,mg,"0,52","0,37",BRC0140K,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0140K,Nome não encontrado
Vitamina B12,mcg,"0,21","0,15",BRC0140K,Nome não encontrado
Vitamina C,mg,"6,46","4,52",BRC0140K,Nome não encontrado
Equivalente de folato,mcg,"52,1","36,5",BRC0140K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0140K,Nome não encontrado
Açúcar de adição,g,,,BRC0140K,Nome não encontrado
Gordura de adição,g,-,-,BRC0140K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0140K,Nome não encontrado
Proteína animal,g,-,-,BRC0140K,Nome não encontrado
