componente,unidade,Valor por 100g,Colher servir cheia (40 g),Colher servir rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,139,55,34,BRC0330B,Nome não encontrado
Energia,kcal,33,13,8,BRC0330B,Nome não encontrado
Umidade,g,"91,6","36,6","22,9",BRC0330B,Nome não encontrado
Carboidrato total,g,"5,43","2,17","1,36",BRC0330B,Nome não encontrado
Carboidrato disponível,g,"3,33","1,33","0,83",BRC0330B,Nome não encontrado
Proteína,g,"1,11","0,44","0,28",BRC0330B,Nome não encontrado
Lipídios,g,"1,27","0,51","0,32",BRC0330B,Nome não encontrado
Fibra alimentar,g,"2,11","0,84","0,53",BRC0330B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Cinzas,g,"0,59","0,24","0,15",BRC0330B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Ácidos graxos saturados,g,"0,19","0,08","0,05",BRC0330B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,11","0,07",BRC0330B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,75","0,30","0,19",BRC0330B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0330B,Nome não encontrado
Cálcio,mg,"43,9","17,5","11,0",BRC0330B,Nome não encontrado
Ferro,mg,"0,25","0,10","0,06",BRC0330B,Nome não encontrado
Sódio,mg,"2,59","1,04","0,65",BRC0330B,Nome não encontrado
Magnésio,mg,"15,6","6,26","3,91",BRC0330B,Nome não encontrado
Fósforo,mg,"20,5","8,20","5,13",BRC0330B,Nome não encontrado
Potássio,mg,299,119,"74,8",BRC0330B,Nome não encontrado
Manganês,mg,"4,49","1,80","1,12",BRC0330B,Nome não encontrado
Zinco,mg,"0,21","0,08","0,05",BRC0330B,Nome não encontrado
Cobre,mg,"0,05","0,02","0,01",BRC0330B,Nome não encontrado
Selênio,mcg,"0,57","0,23","0,14",BRC0330B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,07","0,04",BRC0330B,Nome não encontrado
Tiamina,mg,"0,07","0,03","0,02",BRC0330B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0330B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0330B,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,01",BRC0330B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Vitamina C,mg,"8,69","3,48","2,17",BRC0330B,Nome não encontrado
Equivalente de folato,mcg,"8,77","3,51","2,19",BRC0330B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0330B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0330B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0330B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0330B,Nome não encontrado
