componente,unidade,Valor por 100g,Colher servir cheia (80 g),Colher servir rasa (55 g),codigo_alimento,nome_alimento
Energia,kJ,117,93,64,BRC0282B,Nome não encontrado
Energia,kcal,28,22,15,BRC0282B,Nome não encontrado
Umidade,g,"89,3","71,4","49,1",BRC0282B,Nome não encontrado
Carboidrato total,g,"7,71","6,17","4,24",BRC0282B,Nome não encontrado
Carboidrato disponível,g,"1,70","1,36","0,94",BRC0282B,Nome não encontrado
Proteína,g,"1,75","1,40","0,96",BRC0282B,Nome não encontrado
Lipídios,g,"0,27","0,22","0,15",BRC0282B,Nome não encontrado
Fibra alimentar,g,"6,01","4,81","3,31",BRC0282B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0282B,Nome não encontrado
Cinzas,g,"1,01","0,81","0,56",BRC0282B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0282B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,04","0,03",BRC0282B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,03","0,02",BRC0282B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,11","0,07",BRC0282B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0282B,Nome não encontrado
Cálcio,mg,"25,0","20,0","13,7",BRC0282B,Nome não encontrado
Ferro,mg,"0,42","0,34","0,23",BRC0282B,Nome não encontrado
Sódio,mg,127,102,"70,3",BRC0282B,Nome não encontrado
Magnésio,mg,"25,7","20,6","14,1",BRC0282B,Nome não encontrado
Fósforo,mg,"36,2","28,9","19,9",BRC0282B,Nome não encontrado
Potássio,mg,265,212,145,BRC0282B,Nome não encontrado
Manganês,mg,"0,18","0,14","0,10",BRC0282B,Nome não encontrado
Zinco,mg,"0,18","0,14","0,10",BRC0282B,Nome não encontrado
Cobre,mg,"0,13","0,10","0,07",BRC0282B,Nome não encontrado
Selênio,mcg,"0,21","0,17","0,12",BRC0282B,Nome não encontrado
Vitamina A (RE),mcg,"15,3","12,3","8,43",BRC0282B,Nome não encontrado
Vitamina A (RAE),mcg,"7,66","6,13","4,21",BRC0282B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0282B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46","0,37","0,25",BRC0282B,Nome não encontrado
Tiamina,mg,"0,08","0,06","0,04",BRC0282B,Nome não encontrado
Riboflavina,mg,"0,05","0,04","0,03",BRC0282B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0282B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0282B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0282B,Nome não encontrado
Vitamina C,mg,"6,77","5,42","3,72",BRC0282B,Nome não encontrado
Equivalente de folato,mcg,"20,9","16,7","11,5",BRC0282B,Nome não encontrado
Sal de adição,g,"0,47","0,38","0,26",BRC0282B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0282B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0282B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0282B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0282B,Nome não encontrado
