componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,497,1192,819,BRC0095C,Nome não encontrado
Energia,kcal,118,283,195,BRC0095C,Nome não encontrado
Umidade,g,"73,9",177,121,BRC0095C,Nome não encontrado
Carboidrato total,g,"21,5","51,5","35,4",BRC0095C,Nome não encontrado
Carboidrato disponível,g,"19,7","47,4","32,6",BRC0095C,Nome não encontrado
Proteína,g,"0,72","1,73","1,19",BRC0095C,Nome não encontrado
Lipídios,g,"3,66","8,78","6,04",BRC0095C,Nome não encontrado
Fibra alimentar,g,"1,72","4,14","2,84",BRC0095C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0095C,Nome não encontrado
Cinzas,g,"0,29","0,68","0,47",BRC0095C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0095C,Nome não encontrado
Ácidos graxos saturados,g,"0,70","1,68","1,16",BRC0095C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","4,56","3,14",BRC0095C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,72","0,50",BRC0095C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0095C,Nome não encontrado
Cálcio,mg,"22,2","53,2","36,6",BRC0095C,Nome não encontrado
Ferro,mg,"0,27","0,64","0,44",BRC0095C,Nome não encontrado
Sódio,mg,"15,1","36,2","24,9",BRC0095C,Nome não encontrado
Magnésio,mg,"12,7","30,5","21,0",BRC0095C,Nome não encontrado
Fósforo,mg,"10,8","25,9","17,8",BRC0095C,Nome não encontrado
Potássio,mg,"75,5",181,124,BRC0095C,Nome não encontrado
Manganês,mg,"3,29","7,89","5,42",BRC0095C,Nome não encontrado
Zinco,mg,"0,19","0,47","0,32",BRC0095C,Nome não encontrado
Cobre,mg,"0,14","0,34","0,23",BRC0095C,Nome não encontrado
Selênio,mcg,"0,51","1,23","0,84",BRC0095C,Nome não encontrado
Vitamina A (RE),mcg,"20,9","50,2","34,5",BRC0095C,Nome não encontrado
Vitamina A (RAE),mcg,"10,4","25,1","17,2",BRC0095C,Nome não encontrado
Vitamina D,mcg,,,,BRC0095C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"10,8","25,9","17,8",BRC0095C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0095C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0095C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0095C,Nome não encontrado
Vitamina B6,mg,"0,07","0,18","0,12",BRC0095C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0095C,Nome não encontrado
Vitamina C,mg,"10,3","24,6","16,9",BRC0095C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0095C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0095C,Nome não encontrado
Açúcar de adição,g,,,,BRC0095C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0095C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0095C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0095C,Nome não encontrado
