componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,396,949,652,BRC0210C,Nome não encontrado
Energia,kcal,93,223,153,BRC0210C,Nome não encontrado
Umidade,g,"75,5",181,124,BRC0210C,Nome não encontrado
Carboidrato total,g,"23,0","55,3","38,0",BRC0210C,Nome não encontrado
Carboidrato disponível,g,"21,4","51,4","35,4",BRC0210C,Nome não encontrado
Proteína,g,"0,82","1,97","1,35",BRC0210C,Nome não encontrado
Lipídios,g,"0,12","0,28","0,19",BRC0210C,Nome não encontrado
Fibra alimentar,g,"1,61","3,87","2,66",BRC0210C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Cinzas,g,"0,49","1,17","0,81",BRC0210C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,06","0,04",BRC0210C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,12","0,08",BRC0210C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Cálcio,mg,"20,3","48,7","33,5",BRC0210C,Nome não encontrado
Ferro,mg,"0,39","0,93","0,64",BRC0210C,Nome não encontrado
Sódio,mg,"2,41","5,79","3,98",BRC0210C,Nome não encontrado
Magnésio,mg,"15,4","37,0","25,4",BRC0210C,Nome não encontrado
Fósforo,mg,"19,9","47,8","32,8",BRC0210C,Nome não encontrado
Potássio,mg,197,475,326,BRC0210C,Nome não encontrado
Manganês,mg,"0,15","0,36","0,25",BRC0210C,Nome não encontrado
Zinco,mg,"0,10","0,25","0,17",BRC0210C,Nome não encontrado
Cobre,mg,"0,08","0,18","0,13",BRC0210C,Nome não encontrado
Selênio,mcg,"0,78","1,88","1,29",BRC0210C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Tiamina,mg,"0,08","0,19","0,13",BRC0210C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0210C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0210C,Nome não encontrado
Vitamina B6,mg,"0,03","0,06","0,04",BRC0210C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Vitamina C,mg,"1,81","4,35","2,99",BRC0210C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0210C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0210C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0210C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0210C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0210C,Nome não encontrado
