componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,112,22,BRC0912B,Nome não encontrado
Energia,kcal,27,5,BRC0912B,Nome não encontrado
Umidade,g,"91,5","18,3",BRC0912B,Nome não encontrado
Carboidrato total,g,"6,27","1,25",BRC0912B,Nome não encontrado
Carboidrato disponível,g,"4,24","0,85",BRC0912B,Nome não encontrado
Proteína,g,"1,22","0,24",BRC0912B,Nome não encontrado
Lipídios,g,"0,09","0,02",BRC0912B,Nome não encontrado
Fibra alimentar,g,"2,03","0,41",BRC0912B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0912B,Nome não encontrado
Cinzas,g,"0,94","0,19",BRC0912B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0912B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0912B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00",BRC0912B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0912B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0912B,Nome não encontrado
Cálcio,mg,"13,4","2,67",BRC0912B,Nome não encontrado
Ferro,mg,"0,21","0,04",BRC0912B,Nome não encontrado
Sódio,mg,147,"29,5",BRC0912B,Nome não encontrado
Magnésio,mg,"14,4","2,88",BRC0912B,Nome não encontrado
Fósforo,mg,"26,2","5,24",BRC0912B,Nome não encontrado
Potássio,mg,213,"42,7",BRC0912B,Nome não encontrado
Manganês,mg,"0,16","0,03",BRC0912B,Nome não encontrado
Zinco,mg,"0,31","0,06",BRC0912B,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0912B,Nome não encontrado
Selênio,mcg,"0,18","0,04",BRC0912B,Nome não encontrado
Vitamina A (RE),mcg,"1,77","0,35",BRC0912B,Nome não encontrado
Vitamina A (RAE),mcg,"0,89","0,18",BRC0912B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0912B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,00",BRC0912B,Nome não encontrado
Tiamina,mg,"0,08","0,02",BRC0912B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0912B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0912B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0912B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0912B,Nome não encontrado
Vitamina C,mg,"1,08","0,22",BRC0912B,Nome não encontrado
Equivalente de folato,mcg,"50,7","10,1",BRC0912B,Nome não encontrado
Sal de adição,g,"0,32","0,06",BRC0912B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0912B,Nome não encontrado
Gordura de adição,g,-,-,BRC0912B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0912B,Nome não encontrado
Proteína animal,g,-,-,BRC0912B,Nome não encontrado
