componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1698,848,BRC0172K,Nome não encontrado
Energia,kcal,403,201,BRC0172K,Nome não encontrado
Umidade,g,"10,00","5,00",BRC0172K,Nome não encontrado
Carboidrato total,g,"74,9","37,4",BRC0172K,Nome não encontrado
Carboidrato disponível,g,"71,1","35,5",BRC0172K,Nome não encontrado
Proteína,g,"2,07","1,04",BRC0172K,Nome não encontrado
Lipídios,g,"11,5","5,73",BRC0172K,Nome não encontrado
Fibra alimentar,g,"3,80","1,90",BRC0172K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0172K,Nome não encontrado
Cinzas,g,"1,60","0,80",BRC0172K,Nome não encontrado
Colesterol,mg,"6,25","3,12",BRC0172K,Nome não encontrado
Ácidos graxos saturados,g,"6,62","3,31",BRC0172K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,78","1,89",BRC0172K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34","0,17",BRC0172K,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,05",BRC0172K,Nome não encontrado
Cálcio,mg,174,"87,1",BRC0172K,Nome não encontrado
Ferro,mg,"1,44","0,72",BRC0172K,Nome não encontrado
Sódio,mg,"70,3","35,1",BRC0172K,Nome não encontrado
Magnésio,mg,"52,0","26,0",BRC0172K,Nome não encontrado
Fósforo,mg,193,"96,7",BRC0172K,Nome não encontrado
Potássio,mg,323,161,BRC0172K,Nome não encontrado
Manganês,mg,"0,28","0,14",BRC0172K,Nome não encontrado
Zinco,mg,"0,97","0,48",BRC0172K,Nome não encontrado
Cobre,mg,"0,29","0,14",BRC0172K,Nome não encontrado
Selênio,mcg,"4,11","2,06",BRC0172K,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0172K,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0172K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0172K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,10",BRC0172K,Nome não encontrado
Tiamina,mg,"0,05","0,02",BRC0172K,Nome não encontrado
Riboflavina,mg,"0,20","0,10",BRC0172K,Nome não encontrado
Niacina,mg,,traços,BRC0172K,Nome não encontrado
Vitamina B6,mg,,traços,BRC0172K,Nome não encontrado
Vitamina B12,mcg,"0,69","0,34",BRC0172K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0172K,Nome não encontrado
Equivalente de folato,mcg,"10,9","5,45",BRC0172K,Nome não encontrado
Sal de adição,g,,traços,BRC0172K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0172K,Nome não encontrado
Gordura de adição,g,,traços,BRC0172K,Nome não encontrado
Proteína vegetal,g,,traços,BRC0172K,Nome não encontrado
Proteína animal,g,,traços,BRC0172K,Nome não encontrado
