componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,818,409,BRC0036K,Nome não encontrado
Energia,kcal,194,97,BRC0036K,Nome não encontrado
Umidade,g,"56,1","28,0",BRC0036K,Nome não encontrado
Carboidrato total,g,"36,1","18,0",BRC0036K,Nome não encontrado
Carboidrato disponível,g,"36,0","18,0",BRC0036K,Nome não encontrado
Proteína,g,"3,36","1,68",BRC0036K,Nome não encontrado
Lipídios,g,"4,02","2,01",BRC0036K,Nome não encontrado
Fibra alimentar,g,"0,11","0,06",BRC0036K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0036K,Nome não encontrado
Cinzas,g,"0,48","0,24",BRC0036K,Nome não encontrado
Colesterol,mg,"9,14","4,57",BRC0036K,Nome não encontrado
Ácidos graxos saturados,g,"2,14","1,07",BRC0036K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,33","0,66",BRC0036K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,21","0,11",BRC0036K,Nome não encontrado
Ácidos graxos trans,g,,traços,BRC0036K,Nome não encontrado
Cálcio,mg,"67,2","33,6",BRC0036K,Nome não encontrado
Ferro,mg,"0,94","0,47",BRC0036K,Nome não encontrado
Sódio,mg,401,200,BRC0036K,Nome não encontrado
Magnésio,mg,"27,9","14,0",BRC0036K,Nome não encontrado
Fósforo,mg,201,100,BRC0036K,Nome não encontrado
Potássio,mg,248,124,BRC0036K,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0036K,Nome não encontrado
Zinco,mg,"0,52","0,26",BRC0036K,Nome não encontrado
Cobre,mg,"0,18","0,09",BRC0036K,Nome não encontrado
Selênio,mcg,,traços,BRC0036K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0036K,Nome não encontrado
Vitamina A (RAE),mcg,"32,4","16,2",BRC0036K,Nome não encontrado
Vitamina D,mcg,,traços,BRC0036K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,traços,BRC0036K,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0036K,Nome não encontrado
Riboflavina,mg,"0,13","0,06",BRC0036K,Nome não encontrado
Niacina,mg,"0,52","0,26",BRC0036K,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0036K,Nome não encontrado
Vitamina B12,mcg,"0,18","0,09",BRC0036K,Nome não encontrado
Vitamina C,mg,"0,44","0,22",BRC0036K,Nome não encontrado
Equivalente de folato,mcg,"36,7","18,3",BRC0036K,Nome não encontrado
Sal de adição,g,,traços,BRC0036K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0036K,Nome não encontrado
Gordura de adição,g,,traços,BRC0036K,Nome não encontrado
Proteína vegetal,g,,traços,BRC0036K,Nome não encontrado
Proteína animal,g,,traços,BRC0036K,Nome não encontrado
