componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,581,348,232,BRC0723B,Nome não encontrado
Energia,kcal,140,83,55,BRC0723B,Nome não encontrado
Umidade,g,"73,3","44,0","29,3",BRC0723B,Nome não encontrado
Carboidrato total,g,"10,7","6,42","4,28",BRC0723B,Nome não encontrado
Carboidrato disponível,g,"8,10","4,86","3,24",BRC0723B,Nome não encontrado
Proteína,g,"5,40","3,24","2,16",BRC0723B,Nome não encontrado
Lipídios,g,"8,94","5,37","3,58",BRC0723B,Nome não encontrado
Fibra alimentar,g,"2,60","1,56","1,04",BRC0723B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0723B,Nome não encontrado
Cinzas,g,"1,63","0,98","0,65",BRC0723B,Nome não encontrado
Colesterol,mg,"38,3","23,0","15,3",BRC0723B,Nome não encontrado
Ácidos graxos saturados,g,"2,56","1,53","1,02",BRC0723B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,22","1,33","0,89",BRC0723B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,56","2,13","1,42",BRC0723B,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,07","0,04",BRC0723B,Nome não encontrado
Cálcio,mg,"97,0","58,2","38,8",BRC0723B,Nome não encontrado
Ferro,mg,"0,96","0,57","0,38",BRC0723B,Nome não encontrado
Sódio,mg,295,177,118,BRC0723B,Nome não encontrado
Magnésio,mg,"24,7","14,8","9,89",BRC0723B,Nome não encontrado
Fósforo,mg,101,"61,2","40,8",BRC0723B,Nome não encontrado
Potássio,mg,279,167,111,BRC0723B,Nome não encontrado
Manganês,mg,"0,22","0,13","0,09",BRC0723B,Nome não encontrado
Zinco,mg,"0,76","0,46","0,30",BRC0723B,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0723B,Nome não encontrado
Selênio,mcg,"6,21","3,73","2,48",BRC0723B,Nome não encontrado
Vitamina A (RE),mcg,"76,8","46,1","30,7",BRC0723B,Nome não encontrado
Vitamina A (RAE),mcg,"49,5","29,7","19,8",BRC0723B,Nome não encontrado
Vitamina D,mcg,"0,15","0,09","0,06",BRC0723B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,02","0,61","0,41",BRC0723B,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0723B,Nome não encontrado
Riboflavina,mg,"0,10","0,06","0,04",BRC0723B,Nome não encontrado
Niacina,mg,"0,06","0,03","0,02",BRC0723B,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0723B,Nome não encontrado
Vitamina B12,mcg,"0,31","0,19","0,13",BRC0723B,Nome não encontrado
Vitamina C,mg,"7,45","4,47","2,98",BRC0723B,Nome não encontrado
Equivalente de folato,mcg,"27,1","16,2","10,8",BRC0723B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0723B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0723B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0723B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0723B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0723B,Nome não encontrado
