componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1403,182,BRC0072R,Nome não encontrado
Energia,kcal,332,43,BRC0072R,Nome não encontrado
Umidade,g,"3,79","0,49",BRC0072R,Nome não encontrado
Carboidrato total,g,"66,5","8,65",BRC0072R,Nome não encontrado
Carboidrato disponível,g,"62,4","8,11",BRC0072R,Nome não encontrado
Proteína,g,"10,1","1,31",BRC0072R,Nome não encontrado
Lipídios,g,"3,70","0,48",BRC0072R,Nome não encontrado
Fibra alimentar,g,"4,10","0,53",BRC0072R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0072R,Nome não encontrado
Cinzas,g,"15,9","2,07",BRC0072R,Nome não encontrado
Colesterol,mg,"4,83","0,63",BRC0072R,Nome não encontrado
Ácidos graxos saturados,g,"1,09","0,14",BRC0072R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,44","0,19",BRC0072R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,71","0,09",BRC0072R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0072R,Nome não encontrado
Cálcio,mg,"0,00","0,00",BRC0072R,Nome não encontrado
Ferro,mg,"4,42","0,57",BRC0072R,Nome não encontrado
Sódio,mg,2027,263,BRC0072R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0072R,Nome não encontrado
Fósforo,mg,"0,00","0,00",BRC0072R,Nome não encontrado
Potássio,mg,"0,00","0,00",BRC0072R,Nome não encontrado
Manganês,mg,,,BRC0072R,Nome não encontrado
Zinco,mg,"0,00","0,00",BRC0072R,Nome não encontrado
Cobre,mg,,,BRC0072R,Nome não encontrado
Selênio,mcg,,,BRC0072R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0072R,Nome não encontrado
Vitamina A (RAE),mcg,241,"31,4",BRC0072R,Nome não encontrado
Vitamina D,mcg,,,BRC0072R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0072R,Nome não encontrado
Tiamina,mg,,,BRC0072R,Nome não encontrado
Riboflavina,mg,,,BRC0072R,Nome não encontrado
Niacina,mg,,,BRC0072R,Nome não encontrado
Vitamina B6,mg,,,BRC0072R,Nome não encontrado
Vitamina B12,mcg,,,BRC0072R,Nome não encontrado
Vitamina C,mg,,,BRC0072R,Nome não encontrado
Equivalente de folato,mcg,,,BRC0072R,Nome não encontrado
Sal de adição,g,,,BRC0072R,Nome não encontrado
Açúcar de adição,g,,,BRC0072R,Nome não encontrado
Gordura de adição,g,,,BRC0072R,Nome não encontrado
Proteína vegetal,g,,,BRC0072R,Nome não encontrado
Proteína animal,g,,,BRC0072R,Nome não encontrado
