componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,199,477,328,BRC0022C,Nome não encontrado
Energia,kcal,47,112,77,BRC0022C,Nome não encontrado
Umidade,g,"87,4",209,144,BRC0022C,Nome não encontrado
Carboidrato total,g,"11,1","26,6","18,3",BRC0022C,Nome não encontrado
Carboidrato disponível,g,"9,90","23,8","16,3",BRC0022C,Nome não encontrado
Proteína,g,"0,94","2,26","1,55",BRC0022C,Nome não encontrado
Lipídios,g,"0,14","0,34","0,23",BRC0022C,Nome não encontrado
Fibra alimentar,g,"1,18","2,84","1,95",BRC0022C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Cinzas,g,"0,41","0,98","0,67",BRC0022C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0022C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,03","0,02",BRC0022C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,09","0,06",BRC0022C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Cálcio,mg,"51,0",122,"84,1",BRC0022C,Nome não encontrado
Ferro,mg,"0,18","0,43","0,30",BRC0022C,Nome não encontrado
Sódio,mg,"1,25","3,00","2,06",BRC0022C,Nome não encontrado
Magnésio,mg,"9,70","23,3","16,0",BRC0022C,Nome não encontrado
Fósforo,mg,"23,8","57,0","39,2",BRC0022C,Nome não encontrado
Potássio,mg,128,307,211,BRC0022C,Nome não encontrado
Manganês,mg,"0,07","0,17","0,12",BRC0022C,Nome não encontrado
Zinco,mg,"0,21","0,51","0,35",BRC0022C,Nome não encontrado
Cobre,mg,"0,06","0,14","0,10",BRC0022C,Nome não encontrado
Selênio,mcg,"0,43","1,03","0,71",BRC0022C,Nome não encontrado
Vitamina A (RE),mcg,"3,50","8,40","5,78",BRC0022C,Nome não encontrado
Vitamina A (RAE),mcg,"1,75","4,20","2,89",BRC0022C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,37","0,25",BRC0022C,Nome não encontrado
Tiamina,mg,"0,30","0,73","0,50",BRC0022C,Nome não encontrado
Riboflavina,mg,"0,04","0,09","0,06",BRC0022C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0022C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0022C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Vitamina C,mg,"38,2","91,8","63,1",BRC0022C,Nome não encontrado
Equivalente de folato,mcg,"8,57","20,6","14,1",BRC0022C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
Proteína vegetal,g,"0,94","2,26","1,55",BRC0022C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0022C,Nome não encontrado
