componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,434,238,173,BRC0935A,Nome não encontrado
Energia,kcal,103,56,41,BRC0935A,Nome não encontrado
Umidade,g,"76,2","41,9","30,5",BRC0935A,Nome não encontrado
Carboidrato total,g,"18,5","10,1","7,38",BRC0935A,Nome não encontrado
Carboidrato disponível,g,"16,4","9,03","6,57",BRC0935A,Nome não encontrado
Proteína,g,"2,26","1,24","0,90",BRC0935A,Nome não encontrado
Lipídios,g,"2,71","1,49","1,08",BRC0935A,Nome não encontrado
Fibra alimentar,g,"2,03","1,12","0,81",BRC0935A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0935A,Nome não encontrado
Cinzas,g,"0,40","0,22","0,16",BRC0935A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0935A,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,29","0,21",BRC0935A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,73","0,40","0,29",BRC0935A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,41","0,78","0,57",BRC0935A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0935A,Nome não encontrado
Cálcio,mg,"16,9","9,27","6,75",BRC0935A,Nome não encontrado
Ferro,mg,"0,14","0,08","0,06",BRC0935A,Nome não encontrado
Sódio,mg,"3,42","1,88","1,37",BRC0935A,Nome não encontrado
Magnésio,mg,"24,7","13,6","9,89",BRC0935A,Nome não encontrado
Fósforo,mg,"36,3","19,9","14,5",BRC0935A,Nome não encontrado
Potássio,mg,"62,0","34,1","24,8",BRC0935A,Nome não encontrado
Manganês,mg,"0,34","0,18","0,13",BRC0935A,Nome não encontrado
Zinco,mg,"0,24","0,13","0,10",BRC0935A,Nome não encontrado
Cobre,mg,"0,03","0,02","0,01",BRC0935A,Nome não encontrado
Selênio,mcg,"0,62","0,34","0,25",BRC0935A,Nome não encontrado
Vitamina A (RE),mcg,"50,5","27,7","20,2",BRC0935A,Nome não encontrado
Vitamina A (RAE),mcg,"25,2","13,9","10,1",BRC0935A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0935A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,66","0,36","0,26",BRC0935A,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,03",BRC0935A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0935A,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0935A,Nome não encontrado
Vitamina B6,mg,"0,06","0,04","0,03",BRC0935A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0935A,Nome não encontrado
Vitamina C,mg,"0,23","0,13","0,09",BRC0935A,Nome não encontrado
Equivalente de folato,mcg,"26,7","14,7","10,7",BRC0935A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0935A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0935A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0935A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0935A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0935A,Nome não encontrado
