componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (35 g),codigo_alimento,nome_alimento
Energia,kJ,1565,547,BRC0030K,Nome não encontrado
Energia,kcal,368,128,BRC0030K,Nome não encontrado
Umidade,g,"7,39","2,59",BRC0030K,Nome não encontrado
Carboidrato total,g,"90,0","31,5",BRC0030K,Nome não encontrado
Carboidrato disponível,g,"90,0","31,5",BRC0030K,Nome não encontrado
Proteína,g,"0,67","0,23",BRC0030K,Nome não encontrado
Lipídios,g,"0,63","0,22",BRC0030K,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0030K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0030K,Nome não encontrado
Cinzas,g,"1,30","0,45",BRC0030K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0030K,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0030K,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0030K,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0030K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0030K,Nome não encontrado
Cálcio,mg,"30,4","10,6",BRC0030K,Nome não encontrado
Ferro,mg,"4,43","1,55",BRC0030K,Nome não encontrado
Sódio,mg,"21,6","7,57",BRC0030K,Nome não encontrado
Magnésio,mg,"47,0","16,5",BRC0030K,Nome não encontrado
Fósforo,mg,"21,2","7,43",BRC0030K,Nome não encontrado
Potássio,mg,457,160,BRC0030K,Nome não encontrado
Manganês,mg,"1,66","0,58",BRC0030K,Nome não encontrado
Zinco,mg,"0,56","0,20",BRC0030K,Nome não encontrado
Cobre,mg,"0,17","0,06",BRC0030K,Nome não encontrado
Selênio,mcg,"0,09","0,03",BRC0030K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0030K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0030K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0030K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0030K,Nome não encontrado
Tiamina,mg,traços,traços,BRC0030K,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0030K,Nome não encontrado
Niacina,mg,traços,traços,BRC0030K,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0030K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0030K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0030K,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0030K,Nome não encontrado
Sal de adição,g,,,BRC0030K,Nome não encontrado
Açúcar de adição,g,"100,0","35,0",BRC0030K,Nome não encontrado
Gordura de adição,g,,,BRC0030K,Nome não encontrado
Proteína vegetal,g,"0,67","0,23",BRC0030K,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0030K,Nome não encontrado
