componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,509,305,203,BRC0873B,Nome não encontrado
Energia,kcal,120,72,48,BRC0873B,Nome não encontrado
Umidade,g,"68,9","41,4","27,6",BRC0873B,Nome não encontrado
Carboidrato total,g,"29,7","17,8","11,9",BRC0873B,Nome não encontrado
Carboidrato disponível,g,"27,9","16,7","11,1",BRC0873B,Nome não encontrado
Proteína,g,"0,68","0,41","0,27",BRC0873B,Nome não encontrado
Lipídios,g,"0,25","0,15","0,10",BRC0873B,Nome não encontrado
Fibra alimentar,g,"1,83","1,10","0,73",BRC0873B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Cinzas,g,"0,46","0,27","0,18",BRC0873B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,05","0,03",BRC0873B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,05","0,03",BRC0873B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,05","0,03",BRC0873B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Cálcio,mg,"20,9","12,5","8,36",BRC0873B,Nome não encontrado
Ferro,mg,"0,12","0,07","0,05",BRC0873B,Nome não encontrado
Sódio,mg,"0,95","0,57","0,38",BRC0873B,Nome não encontrado
Magnésio,mg,"26,9","16,1","10,8",BRC0873B,Nome não encontrado
Fósforo,mg,"22,8","13,7","9,13",BRC0873B,Nome não encontrado
Potássio,mg,105,"63,3","42,2",BRC0873B,Nome não encontrado
Manganês,mg,"0,11","0,06","0,04",BRC0873B,Nome não encontrado
Zinco,mg,"0,19","0,11","0,07",BRC0873B,Nome não encontrado
Cobre,mg,"0,02","0,01","0,01",BRC0873B,Nome não encontrado
Selênio,mcg,"0,50","0,30","0,20",BRC0873B,Nome não encontrado
Vitamina A (RE),mcg,"14,5","8,72","5,82",BRC0873B,Nome não encontrado
Vitamina A (RAE),mcg,"7,32","4,39","2,93",BRC0873B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,10","0,07",BRC0873B,Nome não encontrado
Tiamina,mg,"0,06","0,04","0,02",BRC0873B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Niacina,mg,"0,01","0,01","0,00",BRC0873B,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0873B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Vitamina C,mg,"11,2","6,69","4,46",BRC0873B,Nome não encontrado
Equivalente de folato,mcg,"11,3","6,77","4,51",BRC0873B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0873B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0873B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0873B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0873B,Nome não encontrado
