componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,784,783,BRC0036J,Nome não encontrado
Energia,kcal,188,188,BRC0036J,Nome não encontrado
Umidade,g,"67,1","67,1",BRC0036J,Nome não encontrado
Carboidrato total,g,"2,15","2,15",BRC0036J,Nome não encontrado
Carboidrato disponível,g,"2,15","2,15",BRC0036J,Nome não encontrado
Proteína,g,"14,9","14,9",BRC0036J,Nome não encontrado
Lipídios,g,"13,4","13,4",BRC0036J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0036J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0036J,Nome não encontrado
Cinzas,g,"2,01","2,01",BRC0036J,Nome não encontrado
Colesterol,mg,253,253,BRC0036J,Nome não encontrado
Ácidos graxos saturados,g,"5,30","5,30",BRC0036J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,23","4,23",BRC0036J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,65","1,65",BRC0036J,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,18",BRC0036J,Nome não encontrado
Cálcio,mg,183,183,BRC0036J,Nome não encontrado
Ferro,mg,"1,33","1,33",BRC0036J,Nome não encontrado
Sódio,mg,439,439,BRC0036J,Nome não encontrado
Magnésio,mg,"15,3","15,3",BRC0036J,Nome não encontrado
Fósforo,mg,253,253,BRC0036J,Nome não encontrado
Potássio,mg,169,169,BRC0036J,Nome não encontrado
Manganês,mg,"0,05","0,05",BRC0036J,Nome não encontrado
Zinco,mg,"1,93","1,93",BRC0036J,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0036J,Nome não encontrado
Selênio,mcg,"14,6","14,6",BRC0036J,Nome não encontrado
Vitamina A (RE),mcg,129,129,BRC0036J,Nome não encontrado
Vitamina A (RAE),mcg,128,128,BRC0036J,Nome não encontrado
Vitamina D,mcg,"1,31","1,31",BRC0036J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,99","0,99",BRC0036J,Nome não encontrado
Tiamina,mg,"0,15","0,15",BRC0036J,Nome não encontrado
Riboflavina,mg,"0,40","0,40",BRC0036J,Nome não encontrado
Niacina,mg,"1,19","1,19",BRC0036J,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0036J,Nome não encontrado
Vitamina B12,mcg,"1,08","1,08",BRC0036J,Nome não encontrado
Vitamina C,mg,"0,64","0,64",BRC0036J,Nome não encontrado
Equivalente de folato,mcg,"23,1","23,1",BRC0036J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0036J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0036J,Nome não encontrado
Gordura de adição,g,-,-,BRC0036J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0036J,Nome não encontrado
Proteína animal,g,-,-,BRC0036J,Nome não encontrado
