componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,195,175,BRC0417B,Nome não encontrado
Energia,kcal,46,41,BRC0417B,Nome não encontrado
Umidade,g,"88,2","79,4",BRC0417B,Nome não encontrado
Carboidrato total,g,"8,10","7,29",BRC0417B,Nome não encontrado
Carboidrato disponível,g,"6,54","5,89",BRC0417B,Nome não encontrado
Proteína,g,"1,55","1,40",BRC0417B,Nome não encontrado
Lipídios,g,"1,22","1,10",BRC0417B,Nome não encontrado
Fibra alimentar,g,"1,55","1,40",BRC0417B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0417B,Nome não encontrado
Cinzas,g,"0,89","0,80",BRC0417B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0417B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,18",BRC0417B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,83","0,75",BRC0417B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,14",BRC0417B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0417B,Nome não encontrado
Cálcio,mg,"31,0","27,9",BRC0417B,Nome não encontrado
Ferro,mg,"0,58","0,52",BRC0417B,Nome não encontrado
Sódio,mg,126,113,BRC0417B,Nome não encontrado
Magnésio,mg,"9,74","8,76",BRC0417B,Nome não encontrado
Fósforo,mg,"30,5","27,5",BRC0417B,Nome não encontrado
Potássio,mg,242,218,BRC0417B,Nome não encontrado
Manganês,mg,"0,13","0,12",BRC0417B,Nome não encontrado
Zinco,mg,"0,34","0,30",BRC0417B,Nome não encontrado
Cobre,mg,"0,07","0,06",BRC0417B,Nome não encontrado
Selênio,mcg,"0,17","0,16",BRC0417B,Nome não encontrado
Vitamina A (RE),mcg,"91,2","82,1",BRC0417B,Nome não encontrado
Vitamina A (RAE),mcg,"45,6","41,1",BRC0417B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0417B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,00","0,90",BRC0417B,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0417B,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0417B,Nome não encontrado
Niacina,mg,"0,25","0,23",BRC0417B,Nome não encontrado
Vitamina B6,mg,"0,08","0,07",BRC0417B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0417B,Nome não encontrado
Vitamina C,mg,"17,3","15,6",BRC0417B,Nome não encontrado
Equivalente de folato,mcg,"12,3","11,1",BRC0417B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0417B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0417B,Nome não encontrado
Gordura de adição,g,-,-,BRC0417B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0417B,Nome não encontrado
Proteína animal,g,-,-,BRC0417B,Nome não encontrado
