componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,2028,507,BRC1038B,Nome não encontrado
Energia,kcal,486,121,BRC1038B,Nome não encontrado
Umidade,g,"9,67","2,42",BRC1038B,Nome não encontrado
Carboidrato total,g,"59,0","14,8",BRC1038B,Nome não encontrado
Carboidrato disponível,g,"55,1","13,8",BRC1038B,Nome não encontrado
Proteína,g,"3,30","0,83",BRC1038B,Nome não encontrado
Lipídios,g,"27,2","6,79",BRC1038B,Nome não encontrado
Fibra alimentar,g,"3,95","0,99",BRC1038B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1038B,Nome não encontrado
Cinzas,g,"0,84","0,21",BRC1038B,Nome não encontrado
Colesterol,mg,"52,2","13,0",BRC1038B,Nome não encontrado
Ácidos graxos saturados,g,"13,6","3,40",BRC1038B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,85","2,21",BRC1038B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,42","0,36",BRC1038B,Nome não encontrado
Ácidos graxos trans,g,"0,70","0,18",BRC1038B,Nome não encontrado
Cálcio,mg,"50,7","12,7",BRC1038B,Nome não encontrado
Ferro,mg,"1,57","0,39",BRC1038B,Nome não encontrado
Sódio,mg,"22,8","5,70",BRC1038B,Nome não encontrado
Magnésio,mg,"55,2","13,8",BRC1038B,Nome não encontrado
Fósforo,mg,"89,4","22,4",BRC1038B,Nome não encontrado
Potássio,mg,273,"68,3",BRC1038B,Nome não encontrado
Manganês,mg,"0,60","0,15",BRC1038B,Nome não encontrado
Zinco,mg,"0,82","0,20",BRC1038B,Nome não encontrado
Cobre,mg,"0,17","0,04",BRC1038B,Nome não encontrado
Selênio,mcg,"2,46","0,62",BRC1038B,Nome não encontrado
Vitamina A (RE),mcg,254,"63,6",BRC1038B,Nome não encontrado
Vitamina A (RAE),mcg,251,"62,8",BRC1038B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1038B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,82","0,21",BRC1038B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC1038B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC1038B,Nome não encontrado
Niacina,mg,"0,02","0,01",BRC1038B,Nome não encontrado
Vitamina B6,mg,"0,45","0,11",BRC1038B,Nome não encontrado
Vitamina B12,mcg,"0,04","0,01",BRC1038B,Nome não encontrado
Vitamina C,mg,"3,32","0,83",BRC1038B,Nome não encontrado
Equivalente de folato,mcg,"30,7","7,68",BRC1038B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1038B,Nome não encontrado
Açúcar de adição,g,"12,2","3,05",BRC1038B,Nome não encontrado
Gordura de adição,g,-,-,BRC1038B,Nome não encontrado
Proteína vegetal,g,-,-,BRC1038B,Nome não encontrado
Proteína animal,g,-,-,BRC1038B,Nome não encontrado
