componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,1058,740,BRC0405B,Nome não encontrado
Energia,kcal,256,179,BRC0405B,Nome não encontrado
Umidade,g,"61,8","43,3",BRC0405B,Nome não encontrado
Carboidrato total,g,"11,5","8,03",BRC0405B,Nome não encontrado
Carboidrato disponível,g,"9,15","6,40",BRC0405B,Nome não encontrado
Proteína,g,"1,94","1,35",BRC0405B,Nome não encontrado
Lipídios,g,"23,0","16,1",BRC0405B,Nome não encontrado
Fibra alimentar,g,"2,32","1,62",BRC0405B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0405B,Nome não encontrado
Cinzas,g,"1,76","1,23",BRC0405B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0405B,Nome não encontrado
Ácidos graxos saturados,g,"3,47","2,43",BRC0405B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"14,5","10,2",BRC0405B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,89","3,42",BRC0405B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0405B,Nome não encontrado
Cálcio,mg,"51,4","36,0",BRC0405B,Nome não encontrado
Ferro,mg,"0,78","0,55",BRC0405B,Nome não encontrado
Sódio,mg,356,249,BRC0405B,Nome não encontrado
Magnésio,mg,"18,2","12,8",BRC0405B,Nome não encontrado
Fósforo,mg,"32,0","22,4",BRC0405B,Nome não encontrado
Potássio,mg,283,198,BRC0405B,Nome não encontrado
Manganês,mg,"0,16","0,11",BRC0405B,Nome não encontrado
Zinco,mg,"0,26","0,18",BRC0405B,Nome não encontrado
Cobre,mg,"0,11","0,07",BRC0405B,Nome não encontrado
Selênio,mcg,"0,32","0,23",BRC0405B,Nome não encontrado
Vitamina A (RE),mcg,309,216,BRC0405B,Nome não encontrado
Vitamina A (RAE),mcg,154,108,BRC0405B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0405B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,07","2,85",BRC0405B,Nome não encontrado
Tiamina,mg,"0,09","0,06",BRC0405B,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0405B,Nome não encontrado
Niacina,mg,"0,18","0,13",BRC0405B,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0405B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0405B,Nome não encontrado
Vitamina C,mg,"34,4","24,1",BRC0405B,Nome não encontrado
Equivalente de folato,mcg,"40,3","28,2",BRC0405B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0405B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0405B,Nome não encontrado
Gordura de adição,g,-,-,BRC0405B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0405B,Nome não encontrado
Proteína animal,g,-,-,BRC0405B,Nome não encontrado
