componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,83,57,BRC0380B,Nome não encontrado
Energia,kcal,20,13,BRC0380B,Nome não encontrado
Umidade,g,"93,9","65,7",BRC0380B,Nome não encontrado
Carboidrato total,g,"4,29","3,00",BRC0380B,Nome não encontrado
Carboidrato disponível,g,"2,54","1,78",BRC0380B,Nome não encontrado
Proteína,g,"1,20","0,84",BRC0380B,Nome não encontrado
Lipídios,g,"0,15","0,10",BRC0380B,Nome não encontrado
Fibra alimentar,g,"1,77","1,24",BRC0380B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0380B,Nome não encontrado
Cinzas,g,"0,50","0,35",BRC0380B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0380B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,06",BRC0380B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,01",BRC0380B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,04",BRC0380B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0380B,Nome não encontrado
Cálcio,mg,"17,5","12,3",BRC0380B,Nome não encontrado
Ferro,mg,"0,42","0,29",BRC0380B,Nome não encontrado
Sódio,mg,"2,95","2,07",BRC0380B,Nome não encontrado
Magnésio,mg,"11,2","7,84",BRC0380B,Nome não encontrado
Fósforo,mg,"26,6","18,6",BRC0380B,Nome não encontrado
Potássio,mg,226,158,BRC0380B,Nome não encontrado
Manganês,mg,"0,17","0,12",BRC0380B,Nome não encontrado
Zinco,mg,"0,20","0,14",BRC0380B,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0380B,Nome não encontrado
Selênio,mcg,"0,17","0,12",BRC0380B,Nome não encontrado
Vitamina A (RE),mcg,160,112,BRC0380B,Nome não encontrado
Vitamina A (RAE),mcg,"80,0","56,0",BRC0380B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0380B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,20",BRC0380B,Nome não encontrado
Tiamina,mg,"0,08","0,06",BRC0380B,Nome não encontrado
Riboflavina,mg,"0,04","0,03",BRC0380B,Nome não encontrado
Niacina,mg,"0,28","0,19",BRC0380B,Nome não encontrado
Vitamina B6,mg,"0,06","0,04",BRC0380B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0380B,Nome não encontrado
Vitamina C,mg,"14,3","9,98",BRC0380B,Nome não encontrado
Equivalente de folato,mcg,"19,6","13,8",BRC0380B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0380B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0380B,Nome não encontrado
Gordura de adição,g,-,-,BRC0380B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0380B,Nome não encontrado
Proteína animal,g,-,-,BRC0380B,Nome não encontrado
