componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1674,502,BRC0090G,Nome não encontrado
Energia,kcal,404,121,BRC0090G,Nome não encontrado
Umidade,g,"37,0","11,1",BRC0090G,Nome não encontrado
Carboidrato total,g,"3,09","0,93",BRC0090G,Nome não encontrado
Carboidrato disponível,g,"3,09","0,93",BRC0090G,Nome não encontrado
Proteína,g,"22,9","6,86",BRC0090G,Nome não encontrado
Lipídios,g,"33,3","9,99",BRC0090G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0090G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0090G,Nome não encontrado
Cinzas,g,"3,71","1,11",BRC0090G,Nome não encontrado
Colesterol,mg,"99,0","29,7",BRC0090G,Nome não encontrado
Ácidos graxos saturados,g,"18,9","5,66",BRC0090G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,25","2,77",BRC0090G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,42","0,43",BRC0090G,Nome não encontrado
Ácidos graxos trans,g,"0,92","0,28",BRC0090G,Nome não encontrado
Cálcio,mg,710,213,BRC0090G,Nome não encontrado
Ferro,mg,"0,14","0,04",BRC0090G,Nome não encontrado
Sódio,mg,653,195,BRC0090G,Nome não encontrado
Magnésio,mg,"27,0","8,10",BRC0090G,Nome não encontrado
Fósforo,mg,455,136,BRC0090G,Nome não encontrado
Potássio,mg,"76,0","22,8",BRC0090G,Nome não encontrado
Manganês,mg,"0,03","0,01",BRC0090G,Nome não encontrado
Zinco,mg,"3,64","1,09",BRC0090G,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0090G,Nome não encontrado
Selênio,mcg,"28,5","8,55",BRC0090G,Nome não encontrado
Vitamina A (RE),mcg,1242,372,BRC0090G,Nome não encontrado
Vitamina A (RAE),mcg,330,"99,0",BRC0090G,Nome não encontrado
Vitamina D,mcg,"0,60","0,18",BRC0090G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,71","0,21",BRC0090G,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0090G,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0090G,Nome não encontrado
Niacina,mg,"0,06","0,02",BRC0090G,Nome não encontrado
Vitamina B6,mg,"0,07","0,02",BRC0090G,Nome não encontrado
Vitamina B12,mcg,"1,10","0,33",BRC0090G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0090G,Nome não encontrado
Equivalente de folato,mcg,"27,0","8,10",BRC0090G,Nome não encontrado
Sal de adição,g,,,BRC0090G,Nome não encontrado
Açúcar de adição,g,,,BRC0090G,Nome não encontrado
Gordura de adição,g,,,BRC0090G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0090G,Nome não encontrado
Proteína animal,g,"22,9","6,86",BRC0090G,Nome não encontrado
