componente,unidade,Valor por 100g,Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,1440,172,BRC0075R,Nome não encontrado
Energia,kcal,340,40,BRC0075R,Nome não encontrado
Umidade,g,"11,8","1,42",BRC0075R,Nome não encontrado
Carboidrato total,g,"73,8","8,86",BRC0075R,Nome não encontrado
Carboidrato disponível,g,"71,6","8,59",BRC0075R,Nome não encontrado
Proteína,g,"9,70","1,16",BRC0075R,Nome não encontrado
Lipídios,g,"1,10","0,13",BRC0075R,Nome não encontrado
Fibra alimentar,g,"2,19","0,26",BRC0075R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0075R,Nome não encontrado
Cinzas,g,"3,60","0,43",BRC0075R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0075R,Nome não encontrado
Ácidos graxos saturados,g,"0,28","0,03",BRC0075R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,63","0,08",BRC0075R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,02",BRC0075R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0075R,Nome não encontrado
Cálcio,mg,"58,2","6,99",BRC0075R,Nome não encontrado
Ferro,mg,"2,12","0,25",BRC0075R,Nome não encontrado
Sódio,mg,718,"86,3",BRC0075R,Nome não encontrado
Magnésio,mg,"14,3","1,72",BRC0075R,Nome não encontrado
Fósforo,mg,"82,1","9,85",BRC0075R,Nome não encontrado
Potássio,mg,"61,1","7,33",BRC0075R,Nome não encontrado
Manganês,mg,,,BRC0075R,Nome não encontrado
Zinco,mg,"0,38","0,05",BRC0075R,Nome não encontrado
Cobre,mg,,,BRC0075R,Nome não encontrado
Selênio,mcg,,,BRC0075R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0075R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0075R,Nome não encontrado
Vitamina D,mcg,,,BRC0075R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0075R,Nome não encontrado
Tiamina,mg,"0,37","0,04",BRC0075R,Nome não encontrado
Riboflavina,mg,"0,20","0,02",BRC0075R,Nome não encontrado
Niacina,mg,"2,60","0,31",BRC0075R,Nome não encontrado
Vitamina B6,mg,"0,06","0,01",BRC0075R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0075R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0075R,Nome não encontrado
Equivalente de folato,mcg,156,"18,8",BRC0075R,Nome não encontrado
Sal de adição,g,,,BRC0075R,Nome não encontrado
Açúcar de adição,g,,,BRC0075R,Nome não encontrado
Gordura de adição,g,,,BRC0075R,Nome não encontrado
Proteína vegetal,g,,,BRC0075R,Nome não encontrado
Proteína animal,g,,,BRC0075R,Nome não encontrado
