componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,516,283,206,BRC0544A,Nome não encontrado
Energia,kcal,123,67,49,BRC0544A,Nome não encontrado
Umidade,g,"72,8","40,0","29,1",BRC0544A,Nome não encontrado
Carboidrato total,g,"15,4","8,49","6,18",BRC0544A,Nome não encontrado
Carboidrato disponível,g,"13,7","7,51","5,46",BRC0544A,Nome não encontrado
Proteína,g,"7,16","3,94","2,86",BRC0544A,Nome não encontrado
Lipídios,g,"4,01","2,20","1,60",BRC0544A,Nome não encontrado
Fibra alimentar,g,"1,78","0,98","0,71",BRC0544A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0544A,Nome não encontrado
Cinzas,g,"0,59","0,33","0,24",BRC0544A,Nome não encontrado
Colesterol,mg,"26,6","14,6","10,6",BRC0544A,Nome não encontrado
Ácidos graxos saturados,g,"0,91","0,50","0,36",BRC0544A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,16","0,64","0,46",BRC0544A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,76","0,97","0,71",BRC0544A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0544A,Nome não encontrado
Cálcio,mg,"6,96","3,83","2,78",BRC0544A,Nome não encontrado
Ferro,mg,"0,31","0,17","0,12",BRC0544A,Nome não encontrado
Sódio,mg,"44,0","24,2","17,6",BRC0544A,Nome não encontrado
Magnésio,mg,"18,4","10,1","7,37",BRC0544A,Nome não encontrado
Fósforo,mg,"70,8","38,9","28,3",BRC0544A,Nome não encontrado
Potássio,mg,119,"65,8","47,9",BRC0544A,Nome não encontrado
Manganês,mg,"0,16","0,09","0,07",BRC0544A,Nome não encontrado
Zinco,mg,"0,78","0,43","0,31",BRC0544A,Nome não encontrado
Cobre,mg,"0,03","0,02","0,01",BRC0544A,Nome não encontrado
Selênio,mcg,"0,56","0,31","0,22",BRC0544A,Nome não encontrado
Vitamina A (RE),mcg,"59,8","32,9","23,9",BRC0544A,Nome não encontrado
Vitamina A (RAE),mcg,"29,9","16,4","12,0",BRC0544A,Nome não encontrado
Vitamina D,mcg,"0,01","0,00","0,00",BRC0544A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,31","0,22",BRC0544A,Nome não encontrado
Tiamina,mg,"0,08","0,04","0,03",BRC0544A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0544A,Nome não encontrado
Niacina,mg,"1,77","0,97","0,71",BRC0544A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0544A,Nome não encontrado
Vitamina B12,mcg,"0,03","0,02","0,01",BRC0544A,Nome não encontrado
Vitamina C,mg,"2,25","1,24","0,90",BRC0544A,Nome não encontrado
Equivalente de folato,mcg,"6,31","3,47","2,52",BRC0544A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0544A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0544A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0544A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0544A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0544A,Nome não encontrado
