componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (40 g),codigo_alimento,nome_alimento
Energia,kJ,1377,550,BRC0084N,Nome não encontrado
Energia,kcal,329,131,BRC0084N,Nome não encontrado
Umidade,g,"35,5","14,2",BRC0084N,Nome não encontrado
Carboidrato total,g,"40,3","16,1",BRC0084N,Nome não encontrado
Carboidrato disponível,g,"38,4","15,4",BRC0084N,Nome não encontrado
Proteína,g,"5,80","2,32",BRC0084N,Nome não encontrado
Lipídios,g,"16,5","6,59",BRC0084N,Nome não encontrado
Fibra alimentar,g,"1,89","0,76",BRC0084N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0084N,Nome não encontrado
Cinzas,g,"1,96","0,79",BRC0084N,Nome não encontrado
Colesterol,mg,"77,5","31,0",BRC0084N,Nome não encontrado
Ácidos graxos saturados,g,"9,18","3,67",BRC0084N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,20","2,08",BRC0084N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,79","0,32",BRC0084N,Nome não encontrado
Ácidos graxos trans,g,"0,30","0,12",BRC0084N,Nome não encontrado
Cálcio,mg,184,"73,6",BRC0084N,Nome não encontrado
Ferro,mg,"2,14","0,86",BRC0084N,Nome não encontrado
Sódio,mg,319,127,BRC0084N,Nome não encontrado
Magnésio,mg,"30,0","12,0",BRC0084N,Nome não encontrado
Fósforo,mg,288,115,BRC0084N,Nome não encontrado
Potássio,mg,414,165,BRC0084N,Nome não encontrado
Manganês,mg,"0,36","0,14",BRC0084N,Nome não encontrado
Zinco,mg,"0,76","0,30",BRC0084N,Nome não encontrado
Cobre,mg,"0,17","0,07",BRC0084N,Nome não encontrado
Selênio,mcg,"3,74","1,50",BRC0084N,Nome não encontrado
Vitamina A (RE),mcg,"15,4","6,17",BRC0084N,Nome não encontrado
Vitamina A (RAE),mcg,"15,4","6,15",BRC0084N,Nome não encontrado
Vitamina D,mcg,"0,32","0,13",BRC0084N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,90","0,36",BRC0084N,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0084N,Nome não encontrado
Riboflavina,mg,"0,09","0,03",BRC0084N,Nome não encontrado
Niacina,mg,"0,39","0,15",BRC0084N,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0084N,Nome não encontrado
Vitamina B12,mcg,"0,49","0,19",BRC0084N,Nome não encontrado
Vitamina C,mg,"0,03","0,01",BRC0084N,Nome não encontrado
Equivalente de folato,mcg,"13,4","5,36",BRC0084N,Nome não encontrado
Sal de adição,g,,,BRC0084N,Nome não encontrado
Açúcar de adição,g,,,BRC0084N,Nome não encontrado
Gordura de adição,g,-,-,BRC0084N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0084N,Nome não encontrado
Proteína animal,g,-,-,BRC0084N,Nome não encontrado
