componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,168,403,277,BRC0250C,Nome não encontrado
Energia,kcal,40,95,65,BRC0250C,Nome não encontrado
Umidade,g,"79,9",191,131,BRC0250C,Nome não encontrado
Carboidrato total,g,"9,87","23,7","16,3",BRC0250C,Nome não encontrado
Carboidrato disponível,g,"9,61","23,1","15,9",BRC0250C,Nome não encontrado
Proteína,g,"0,07","0,16","0,11",BRC0250C,Nome não encontrado
Lipídios,g,"0,05","0,12","0,08",BRC0250C,Nome não encontrado
Fibra alimentar,g,"0,26","0,63","0,43",BRC0250C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Cinzas,g,"0,08","0,20","0,14",BRC0250C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,03",BRC0250C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01","0,01",BRC0250C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Cálcio,mg,"1,28","3,07","2,11",BRC0250C,Nome não encontrado
Ferro,mg,"0,02","0,05","0,04",BRC0250C,Nome não encontrado
Sódio,mg,"1,06","2,54","1,75",BRC0250C,Nome não encontrado
Magnésio,mg,"1,55","3,72","2,56",BRC0250C,Nome não encontrado
Fósforo,mg,"2,04","4,90","3,37",BRC0250C,Nome não encontrado
Potássio,mg,"36,4","87,3","60,0",BRC0250C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0250C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0250C,Nome não encontrado
Cobre,mg,"0,01","0,02","0,01",BRC0250C,Nome não encontrado
Selênio,mcg,"0,09","0,22","0,15",BRC0250C,Nome não encontrado
Vitamina A (RE),mcg,"18,8","45,1","31,0",BRC0250C,Nome não encontrado
Vitamina A (RAE),mcg,"9,40","22,6","15,5",BRC0250C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,18","0,13",BRC0250C,Nome não encontrado
Tiamina,mg,"0,00","0,01","0,00",BRC0250C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0250C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0250C,Nome não encontrado
Vitamina B6,mg,"0,00","0,01","0,00",BRC0250C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Vitamina C,mg,"2,03","4,87","3,35",BRC0250C,Nome não encontrado
Equivalente de folato,mcg,"3,02","7,26","4,99",BRC0250C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Açúcar de adição,g,,,,BRC0250C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
Proteína vegetal,g,"0,07","0,16","0,11",BRC0250C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0250C,Nome não encontrado
