componente,unidade,Valor por 100g,Colher sopa cheia (27 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,414,111,78,BRC0353B,Nome não encontrado
Energia,kcal,99,26,18,BRC0353B,Nome não encontrado
Umidade,g,"72,0","19,4","13,7",BRC0353B,Nome não encontrado
Carboidrato total,g,"22,9","6,18","4,35",BRC0353B,Nome não encontrado
Carboidrato disponível,g,"15,7","4,25","2,99",BRC0353B,Nome não encontrado
Proteína,g,"2,36","0,64","0,45",BRC0353B,Nome não encontrado
Lipídios,g,"1,34","0,36","0,25",BRC0353B,Nome não encontrado
Fibra alimentar,g,"7,16","1,93","1,36",BRC0353B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0353B,Nome não encontrado
Cinzas,g,"1,41","0,38","0,27",BRC0353B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0353B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,06","0,04",BRC0353B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,08","0,05",BRC0353B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,21","0,15",BRC0353B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0353B,Nome não encontrado
Cálcio,mg,"4,72","1,27","0,90",BRC0353B,Nome não encontrado
Ferro,mg,"0,23","0,06","0,04",BRC0353B,Nome não encontrado
Sódio,mg,187,"50,7","35,7",BRC0353B,Nome não encontrado
Magnésio,mg,"11,9","3,21","2,26",BRC0353B,Nome não encontrado
Fósforo,mg,"37,2","10,0","7,07",BRC0353B,Nome não encontrado
Potássio,mg,219,"59,3","41,7",BRC0353B,Nome não encontrado
Manganês,mg,"0,02","0,01","0,00",BRC0353B,Nome não encontrado
Zinco,mg,"0,19","0,05","0,04",BRC0353B,Nome não encontrado
Cobre,mg,"0,07","0,02","0,01",BRC0353B,Nome não encontrado
Selênio,mcg,"0,90","0,24","0,17",BRC0353B,Nome não encontrado
Vitamina A (RE),mcg,"9,90","2,67","1,88",BRC0353B,Nome não encontrado
Vitamina A (RAE),mcg,"4,95","1,34","0,94",BRC0353B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0353B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,12","0,08",BRC0353B,Nome não encontrado
Tiamina,mg,"0,10","0,03","0,02",BRC0353B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0353B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0353B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0353B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0353B,Nome não encontrado
Vitamina C,mg,"7,66","2,07","1,46",BRC0353B,Nome não encontrado
Equivalente de folato,mcg,"14,1","3,82","2,69",BRC0353B,Nome não encontrado
Sal de adição,g,"0,32","0,09","0,06",BRC0353B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0353B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0353B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0353B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0353B,Nome não encontrado
