componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,107,26,19,BRC0473B,Nome não encontrado
Energia,kcal,25,6,4,BRC0473B,Nome não encontrado
Umidade,g,"92,6","23,2","16,7",BRC0473B,Nome não encontrado
Carboidrato total,g,"5,46","1,36","0,98",BRC0473B,Nome não encontrado
Carboidrato disponível,g,"3,72","0,93","0,67",BRC0473B,Nome não encontrado
Proteína,g,"1,14","0,29","0,21",BRC0473B,Nome não encontrado
Lipídios,g,"0,28","0,07","0,05",BRC0473B,Nome não encontrado
Fibra alimentar,g,"1,74","0,44","0,31",BRC0473B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
Cinzas,g,"0,47","0,12","0,09",BRC0473B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01","0,01",BRC0473B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0473B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,02","0,01",BRC0473B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0473B,Nome não encontrado
Cálcio,mg,"8,31","2,08","1,49",BRC0473B,Nome não encontrado
Ferro,mg,"0,40","0,10","0,07",BRC0473B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0473B,Nome não encontrado
Magnésio,mg,"10,9","2,73","1,97",BRC0473B,Nome não encontrado
Fósforo,mg,"20,4","5,10","3,67",BRC0473B,Nome não encontrado
Potássio,mg,210,"52,6","37,9",BRC0473B,Nome não encontrado
Manganês,mg,"0,10","0,03","0,02",BRC0473B,Nome não encontrado
Zinco,mg,"0,17","0,04","0,03",BRC0473B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,01",BRC0473B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0473B,Nome não encontrado
Vitamina A (RE),mcg,"42,1","10,5","7,58",BRC0473B,Nome não encontrado
Vitamina A (RAE),mcg,"21,0","5,26","3,79",BRC0473B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,17","0,29","0,21",BRC0473B,Nome não encontrado
Tiamina,mg,"0,03","0,01","0,00",BRC0473B,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,01",BRC0473B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0473B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,00",BRC0473B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
Vitamina C,mg,127,"31,9","23,0",BRC0473B,Nome não encontrado
Equivalente de folato,mcg,"19,3","4,82","3,47",BRC0473B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
Proteína vegetal,g,"1,14","0,29","0,21",BRC0473B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0473B,Nome não encontrado
