componente,unidade,Valor por 100g,Colher sopa cheia (24 g),codigo_alimento,nome_alimento
Energia,kJ,698,167,BRC0181A,Nome não encontrado
Energia,kcal,165,39,BRC0181A,Nome não encontrado
Umidade,g,"56,0","13,4",BRC0181A,Nome não encontrado
Carboidrato total,g,"34,1","8,19",BRC0181A,Nome não encontrado
Carboidrato disponível,g,"29,4","7,06",BRC0181A,Nome não encontrado
Proteína,g,"7,87","1,89",BRC0181A,Nome não encontrado
Lipídios,g,"0,73","0,17",BRC0181A,Nome não encontrado
Fibra alimentar,g,"4,68","1,12",BRC0181A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0181A,Nome não encontrado
Cinzas,g,"1,31","0,32",BRC0181A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0181A,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,03",BRC0181A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,12","0,03",BRC0181A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,35","0,08",BRC0181A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0181A,Nome não encontrado
Cálcio,mg,"2,45","0,59",BRC0181A,Nome não encontrado
Ferro,mg,"1,36","0,33",BRC0181A,Nome não encontrado
Sódio,mg,189,"45,4",BRC0181A,Nome não encontrado
Magnésio,mg,"31,9","7,67",BRC0181A,Nome não encontrado
Fósforo,mg,134,"32,3",BRC0181A,Nome não encontrado
Potássio,mg,220,"53,0",BRC0181A,Nome não encontrado
Manganês,mg,"0,14","0,03",BRC0181A,Nome não encontrado
Zinco,mg,"0,62","0,15",BRC0181A,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0181A,Nome não encontrado
Selênio,mcg,"0,60","0,14",BRC0181A,Nome não encontrado
Vitamina A (RE),mcg,"44,3","10,6",BRC0181A,Nome não encontrado
Vitamina A (RAE),mcg,"22,1","5,31",BRC0181A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0181A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,01",BRC0181A,Nome não encontrado
Tiamina,mg,"0,32","0,08",BRC0181A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0181A,Nome não encontrado
Niacina,mg,traços,traços,BRC0181A,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0181A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0181A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0181A,Nome não encontrado
Equivalente de folato,mcg,"53,5","12,8",BRC0181A,Nome não encontrado
Sal de adição,g,"0,47","0,11",BRC0181A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0181A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0181A,Nome não encontrado
Proteína vegetal,g,"7,87","1,89",BRC0181A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0181A,Nome não encontrado
