componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,413,371,BRC0648B,Nome não encontrado
Energia,kcal,99,89,BRC0648B,Nome não encontrado
Umidade,g,"81,6","73,5",BRC0648B,Nome não encontrado
Carboidrato total,g,"4,84","4,36",BRC0648B,Nome não encontrado
Carboidrato disponível,g,"2,62","2,36",BRC0648B,Nome não encontrado
Proteína,g,"4,81","4,33",BRC0648B,Nome não encontrado
Lipídios,g,"7,10","6,39",BRC0648B,Nome não encontrado
Fibra alimentar,g,"2,22","2,00",BRC0648B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0648B,Nome não encontrado
Cinzas,g,"1,61","1,45",BRC0648B,Nome não encontrado
Colesterol,mg,"13,3","12,0",BRC0648B,Nome não encontrado
Ácidos graxos saturados,g,"2,99","2,69",BRC0648B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,82","2,54",BRC0648B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,60","0,54",BRC0648B,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,16",BRC0648B,Nome não encontrado
Cálcio,mg,159,143,BRC0648B,Nome não encontrado
Ferro,mg,"1,24","1,12",BRC0648B,Nome não encontrado
Sódio,mg,231,208,BRC0648B,Nome não encontrado
Magnésio,mg,"12,4","11,1",BRC0648B,Nome não encontrado
Fósforo,mg,"49,6","44,7",BRC0648B,Nome não encontrado
Potássio,mg,157,141,BRC0648B,Nome não encontrado
Manganês,mg,"0,08","0,07",BRC0648B,Nome não encontrado
Zinco,mg,"0,50","0,45",BRC0648B,Nome não encontrado
Cobre,mg,"0,08","0,07",BRC0648B,Nome não encontrado
Selênio,mcg,"2,27","2,04",BRC0648B,Nome não encontrado
Vitamina A (RE),mcg,127,114,BRC0648B,Nome não encontrado
Vitamina A (RAE),mcg,198,178,BRC0648B,Nome não encontrado
Vitamina D,mcg,"0,45","0,41",BRC0648B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,16","1,04",BRC0648B,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0648B,Nome não encontrado
Riboflavina,mg,"0,07","0,06",BRC0648B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0648B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0648B,Nome não encontrado
Vitamina B12,mcg,"0,30","0,27",BRC0648B,Nome não encontrado
Vitamina C,mg,"17,4","15,7",BRC0648B,Nome não encontrado
Equivalente de folato,mcg,"31,1","28,0",BRC0648B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0648B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0648B,Nome não encontrado
Gordura de adição,g,-,-,BRC0648B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0648B,Nome não encontrado
Proteína animal,g,-,-,BRC0648B,Nome não encontrado
