componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,520,103,675,BRC1023B,Nome não encontrado
Energia,kcal,124,24,161,BRC1023B,Nome não encontrado
Umidade,g,"74,3","14,9","96,6",BRC1023B,Nome não encontrado
Carboidrato total,g,"15,0","2,99","19,4",BRC1023B,Nome não encontrado
Carboidrato disponível,g,"13,2","2,65","17,2",BRC1023B,Nome não encontrado
Proteína,g,"3,83","0,77","4,98",BRC1023B,Nome não encontrado
Lipídios,g,"5,84","1,17","7,59",BRC1023B,Nome não encontrado
Fibra alimentar,g,"1,71","0,34","2,23",BRC1023B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1023B,Nome não encontrado
Cinzas,g,"0,89","0,18","1,16",BRC1023B,Nome não encontrado
Colesterol,mg,"15,9","3,18","20,7",BRC1023B,Nome não encontrado
Ácidos graxos saturados,g,"3,03","0,61","3,94",BRC1023B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,34","0,27","1,74",BRC1023B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,24","0,05","0,32",BRC1023B,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,03","0,18",BRC1023B,Nome não encontrado
Cálcio,mg,"38,7","7,73","50,3",BRC1023B,Nome não encontrado
Ferro,mg,"0,49","0,10","0,64",BRC1023B,Nome não encontrado
Sódio,mg,150,"30,0",195,BRC1023B,Nome não encontrado
Magnésio,mg,"10,7","2,14","13,9",BRC1023B,Nome não encontrado
Fósforo,mg,"80,2","16,0",104,BRC1023B,Nome não encontrado
Potássio,mg,"96,2","19,2",125,BRC1023B,Nome não encontrado
Manganês,mg,"0,06","0,01","0,08",BRC1023B,Nome não encontrado
Zinco,mg,"0,31","0,06","0,40",BRC1023B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,05",BRC1023B,Nome não encontrado
Selênio,mcg,"1,69","0,34","2,19",BRC1023B,Nome não encontrado
Vitamina A (RE),mcg,"81,6","16,3",106,BRC1023B,Nome não encontrado
Vitamina A (RAE),mcg,"64,0","12,8","83,3",BRC1023B,Nome não encontrado
Vitamina D,mcg,"0,42","0,08","0,55",BRC1023B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,03","0,19",BRC1023B,Nome não encontrado
Tiamina,mg,"0,09","0,02","0,12",BRC1023B,Nome não encontrado
Riboflavina,mg,"0,06","0,01","0,08",BRC1023B,Nome não encontrado
Niacina,mg,"0,35","0,07","0,46",BRC1023B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,02",BRC1023B,Nome não encontrado
Vitamina B12,mcg,"0,10","0,02","0,13",BRC1023B,Nome não encontrado
Vitamina C,mg,"0,19","0,04","0,25",BRC1023B,Nome não encontrado
Equivalente de folato,mcg,"13,7","2,75","17,9",BRC1023B,Nome não encontrado
Sal de adição,g,"0,32","0,06","0,42",BRC1023B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1023B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1023B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1023B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1023B,Nome não encontrado
