componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,803,964,BRC0059F,Nome não encontrado
Energia,kcal,193,231,BRC0059F,Nome não encontrado
Umidade,g,"66,2","79,4",BRC0059F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0059F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0059F,Nome não encontrado
Proteína,g,"20,7","24,8",BRC0059F,Nome não encontrado
Lipídios,g,"12,2","14,6",BRC0059F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0059F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0059F,Nome não encontrado
Cinzas,g,"0,90","1,08",BRC0059F,Nome não encontrado
Colesterol,mg,"61,5","73,8",BRC0059F,Nome não encontrado
Ácidos graxos saturados,g,"5,00","6,00",BRC0059F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,23","5,08",BRC0059F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,16",BRC0059F,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,21",BRC0059F,Nome não encontrado
Cálcio,mg,"3,68","4,41",BRC0059F,Nome não encontrado
Ferro,mg,"1,52","1,82",BRC0059F,Nome não encontrado
Sódio,mg,"45,2","54,2",BRC0059F,Nome não encontrado
Magnésio,mg,"17,6","21,1",BRC0059F,Nome não encontrado
Fósforo,mg,170,204,BRC0059F,Nome não encontrado
Potássio,mg,288,345,BRC0059F,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0059F,Nome não encontrado
Zinco,mg,"3,47","4,16",BRC0059F,Nome não encontrado
Cobre,mg,"0,04","0,05",BRC0059F,Nome não encontrado
Selênio,mcg,"9,70","11,6",BRC0059F,Nome não encontrado
Vitamina A (RE),mcg,"2,21","2,66",BRC0059F,Nome não encontrado
Vitamina A (RAE),mcg,"2,21","2,66",BRC0059F,Nome não encontrado
Vitamina D,mcg,"0,35","0,42",BRC0059F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,61","0,73",BRC0059F,Nome não encontrado
Tiamina,mg,"0,08","0,10",BRC0059F,Nome não encontrado
Riboflavina,mg,"0,12","0,14",BRC0059F,Nome não encontrado
Niacina,mg,"3,70","4,44",BRC0059F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0059F,Nome não encontrado
Vitamina B12,mcg,"0,81","0,97",BRC0059F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0059F,Nome não encontrado
Equivalente de folato,mcg,,,BRC0059F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0059F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0059F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0059F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0059F,Nome não encontrado
Proteína animal,g,"20,7","24,8",BRC0059F,Nome não encontrado
