componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (65 g),codigo_alimento,nome_alimento
Energia,kJ,1066,692,BRC0304B,Nome não encontrado
Energia,kcal,255,165,BRC0304B,Nome não encontrado
Umidade,g,"48,7","31,6",BRC0304B,Nome não encontrado
Carboidrato total,g,"36,9","24,0",BRC0304B,Nome não encontrado
Carboidrato disponível,g,"32,5","21,2",BRC0304B,Nome não encontrado
Proteína,g,"1,37","0,89",BRC0304B,Nome não encontrado
Lipídios,g,"12,3","7,98",BRC0304B,Nome não encontrado
Fibra alimentar,g,"4,39","2,85",BRC0304B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0304B,Nome não encontrado
Cinzas,g,"0,75","0,49",BRC0304B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0304B,Nome não encontrado
Ácidos graxos saturados,g,"1,89","1,23",BRC0304B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,80","1,82",BRC0304B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,32","4,76",BRC0304B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0304B,Nome não encontrado
Cálcio,mg,"34,5","22,4",BRC0304B,Nome não encontrado
Ferro,mg,"0,38","0,25",BRC0304B,Nome não encontrado
Sódio,mg,"5,42","3,52",BRC0304B,Nome não encontrado
Magnésio,mg,"22,4","14,6",BRC0304B,Nome não encontrado
Fósforo,mg,"30,9","20,1",BRC0304B,Nome não encontrado
Potássio,mg,298,193,BRC0304B,Nome não encontrado
Manganês,mg,"0,28","0,18",BRC0304B,Nome não encontrado
Zinco,mg,"0,25","0,16",BRC0304B,Nome não encontrado
Cobre,mg,"0,16","0,10",BRC0304B,Nome não encontrado
Selênio,mcg,"0,32","0,21",BRC0304B,Nome não encontrado
Vitamina A (RE),mcg,2023,1315,BRC0304B,Nome não encontrado
Vitamina A (RAE),mcg,1011,657,BRC0304B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0304B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,18","1,42",BRC0304B,Nome não encontrado
Tiamina,mg,"0,13","0,09",BRC0304B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0304B,Nome não encontrado
Niacina,mg,"4,91","3,19",BRC0304B,Nome não encontrado
Vitamina B6,mg,"0,09","0,06",BRC0304B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0304B,Nome não encontrado
Vitamina C,mg,"43,0","28,0",BRC0304B,Nome não encontrado
Equivalente de folato,mcg,"8,91","5,79",BRC0304B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0304B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0304B,Nome não encontrado
Gordura de adição,g,,,BRC0304B,Nome não encontrado
Proteína vegetal,g,"1,37","0,89",BRC0304B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0304B,Nome não encontrado
