componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,452,135,BRC0698A,Nome não encontrado
Energia,kcal,107,32,BRC0698A,Nome não encontrado
Umidade,g,"72,6","21,8",BRC0698A,Nome não encontrado
Carboidrato total,g,"23,2","6,97",BRC0698A,Nome não encontrado
Carboidrato disponível,g,"21,8","6,55",BRC0698A,Nome não encontrado
Proteína,g,"3,79","1,14",BRC0698A,Nome não encontrado
Lipídios,g,"0,16","0,05",BRC0698A,Nome não encontrado
Fibra alimentar,g,"1,40","0,42",BRC0698A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0698A,Nome não encontrado
Cinzas,g,"0,26","0,08",BRC0698A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0698A,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01",BRC0698A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,01",BRC0698A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,02",BRC0698A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0698A,Nome não encontrado
Cálcio,mg,"8,00","2,40",BRC0698A,Nome não encontrado
Ferro,mg,"0,38","0,11",BRC0698A,Nome não encontrado
Sódio,mg,"5,00","1,50",BRC0698A,Nome não encontrado
Magnésio,mg,"8,00","2,40",BRC0698A,Nome não encontrado
Fósforo,mg,"22,0","6,60",BRC0698A,Nome não encontrado
Potássio,mg,"58,0","17,4",BRC0698A,Nome não encontrado
Manganês,mg,"0,08","0,03",BRC0698A,Nome não encontrado
Zinco,mg,"0,26","0,08",BRC0698A,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0698A,Nome não encontrado
Selênio,mcg,"27,5","8,25",BRC0698A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0698A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0698A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0698A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13","0,04",BRC0698A,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0698A,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0698A,Nome não encontrado
Niacina,mg,"0,98","0,29",BRC0698A,Nome não encontrado
Vitamina B6,mg,"0,05","0,02",BRC0698A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0698A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0698A,Nome não encontrado
Equivalente de folato,mcg,"15,0","4,50",BRC0698A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0698A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0698A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0698A,Nome não encontrado
Proteína vegetal,g,"3,79","1,14",BRC0698A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0698A,Nome não encontrado
