componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (65 g),codigo_alimento,nome_alimento
Energia,kJ,1061,689,BRC0305B,Nome não encontrado
Energia,kcal,254,164,BRC0305B,Nome não encontrado
Umidade,g,"48,4","31,5",BRC0305B,Nome não encontrado
Carboidrato total,g,"36,8","23,9",BRC0305B,Nome não encontrado
Carboidrato disponível,g,"32,4","21,1",BRC0305B,Nome não encontrado
Proteína,g,"1,36","0,88",BRC0305B,Nome não encontrado
Lipídios,g,"12,2","7,95",BRC0305B,Nome não encontrado
Fibra alimentar,g,"4,37","2,84",BRC0305B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0305B,Nome não encontrado
Cinzas,g,"1,21","0,79",BRC0305B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0305B,Nome não encontrado
Ácidos graxos saturados,g,"1,88","1,22",BRC0305B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,78","1,81",BRC0305B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,29","4,74",BRC0305B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0305B,Nome não encontrado
Cálcio,mg,"34,4","22,4",BRC0305B,Nome não encontrado
Ferro,mg,"0,38","0,25",BRC0305B,Nome não encontrado
Sódio,mg,193,125,BRC0305B,Nome não encontrado
Magnésio,mg,"22,3","14,5",BRC0305B,Nome não encontrado
Fósforo,mg,"30,8","20,0",BRC0305B,Nome não encontrado
Potássio,mg,296,192,BRC0305B,Nome não encontrado
Manganês,mg,"0,28","0,18",BRC0305B,Nome não encontrado
Zinco,mg,"0,25","0,16",BRC0305B,Nome não encontrado
Cobre,mg,"0,16","0,10",BRC0305B,Nome não encontrado
Selênio,mcg,"0,32","0,21",BRC0305B,Nome não encontrado
Vitamina A (RE),mcg,2014,1309,BRC0305B,Nome não encontrado
Vitamina A (RAE),mcg,1007,654,BRC0305B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0305B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,17","1,41",BRC0305B,Nome não encontrado
Tiamina,mg,"0,13","0,09",BRC0305B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0305B,Nome não encontrado
Niacina,mg,"4,89","3,18",BRC0305B,Nome não encontrado
Vitamina B6,mg,"0,09","0,06",BRC0305B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0305B,Nome não encontrado
Vitamina C,mg,"42,8","27,8",BRC0305B,Nome não encontrado
Equivalente de folato,mcg,"8,87","5,76",BRC0305B,Nome não encontrado
Sal de adição,g,"0,47","0,31",BRC0305B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0305B,Nome não encontrado
Gordura de adição,g,-,-,BRC0305B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0305B,Nome não encontrado
Proteína animal,g,-,-,BRC0305B,Nome não encontrado
