componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,805,804,BRC0999F,Nome não encontrado
Energia,kcal,192,191,BRC0999F,Nome não encontrado
Umidade,g,"61,9","61,9",BRC0999F,Nome não encontrado
Carboidrato total,g,"0,89","0,89",BRC0999F,Nome não encontrado
Carboidrato disponível,g,"0,85","0,85",BRC0999F,Nome não encontrado
Proteína,g,"27,2","27,2",BRC0999F,Nome não encontrado
Lipídios,g,"8,85","8,85",BRC0999F,Nome não encontrado
Fibra alimentar,g,"0,04","0,04",BRC0999F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0999F,Nome não encontrado
Cinzas,g,"1,20","1,20",BRC0999F,Nome não encontrado
Colesterol,mg,111,111,BRC0999F,Nome não encontrado
Ácidos graxos saturados,g,"2,37","2,37",BRC0999F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,12","3,12",BRC0999F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,87","1,87",BRC0999F,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,10",BRC0999F,Nome não encontrado
Cálcio,mg,"15,4","15,4",BRC0999F,Nome não encontrado
Ferro,mg,"0,93","0,93",BRC0999F,Nome não encontrado
Sódio,mg,"69,2","69,2",BRC0999F,Nome não encontrado
Magnésio,mg,"17,2","17,2",BRC0999F,Nome não encontrado
Fósforo,mg,229,229,BRC0999F,Nome não encontrado
Potássio,mg,291,291,BRC0999F,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0999F,Nome não encontrado
Zinco,mg,"1,66","1,66",BRC0999F,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0999F,Nome não encontrado
Selênio,mcg,"0,01","0,01",BRC0999F,Nome não encontrado
Vitamina A (RE),mcg,"8,41","8,41",BRC0999F,Nome não encontrado
Vitamina A (RAE),mcg,"8,36","8,36",BRC0999F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0999F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,01",BRC0999F,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0999F,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0999F,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0999F,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0999F,Nome não encontrado
Vitamina B12,mcg,"0,23","0,23",BRC0999F,Nome não encontrado
Vitamina C,mg,"1,09","1,09",BRC0999F,Nome não encontrado
Equivalente de folato,mcg,"5,24","5,24",BRC0999F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0999F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0999F,Nome não encontrado
Gordura de adição,g,-,-,BRC0999F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0999F,Nome não encontrado
Proteína animal,g,-,-,BRC0999F,Nome não encontrado
