componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,413,BRC0497E,Nome não encontrado
Energia,kcal,97,BRC0497E,Nome não encontrado
Umidade,g,"73,7",BRC0497E,Nome não encontrado
Carboidrato total,g,"0,42",BRC0497E,Nome não encontrado
Carboidrato disponível,g,"0,42",BRC0497E,Nome não encontrado
Proteína,g,"22,4",BRC0497E,Nome não encontrado
Lipídios,g,"0,67",BRC0497E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0497E,Nome não encontrado
Álcool,g,"0,00",BRC0497E,Nome não encontrado
Cinzas,g,"2,80",BRC0497E,Nome não encontrado
Colesterol,mg,"10,8",BRC0497E,Nome não encontrado
Ácidos graxos saturados,g,"0,28",BRC0497E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,23",BRC0497E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07",BRC0497E,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0497E,Nome não encontrado
Cálcio,mg,197,BRC0497E,Nome não encontrado
Ferro,mg,"0,40",BRC0497E,Nome não encontrado
Sódio,mg,224,BRC0497E,Nome não encontrado
Magnésio,mg,"26,8",BRC0497E,Nome não encontrado
Fósforo,mg,243,BRC0497E,Nome não encontrado
Potássio,mg,275,BRC0497E,Nome não encontrado
Manganês,mg,"0,09",BRC0497E,Nome não encontrado
Zinco,mg,"1,12",BRC0497E,Nome não encontrado
Cobre,mg,"0,06",BRC0497E,Nome não encontrado
Selênio,mcg,,BRC0497E,Nome não encontrado
Vitamina A (RE),mcg,"0,56",BRC0497E,Nome não encontrado
Vitamina A (RAE),mcg,"0,56",BRC0497E,Nome não encontrado
Vitamina D,mcg,"0,69",BRC0497E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0497E,Nome não encontrado
Tiamina,mg,"0,03",BRC0497E,Nome não encontrado
Riboflavina,mg,"0,06",BRC0497E,Nome não encontrado
Niacina,mg,"2,56",BRC0497E,Nome não encontrado
Vitamina B6,mg,"0,10",BRC0497E,Nome não encontrado
Vitamina B12,mcg,,BRC0497E,Nome não encontrado
Vitamina C,mg,,BRC0497E,Nome não encontrado
Equivalente de folato,mcg,,BRC0497E,Nome não encontrado
Sal de adição,g,"0,00",BRC0497E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0497E,Nome não encontrado
Gordura de adição,g,-,BRC0497E,Nome não encontrado
Proteína vegetal,g,-,BRC0497E,Nome não encontrado
Proteína animal,g,-,BRC0497E,Nome não encontrado
