componente,unidade,Valor por 100g,Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,1554,186,BRC0005R,Nome não encontrado
Energia,kcal,366,43,BRC0005R,Nome não encontrado
Umidade,g,"7,00","0,84",BRC0005R,Nome não encontrado
Carboidrato total,g,"83,7","10,0",BRC0005R,Nome não encontrado
Carboidrato disponível,g,"82,2","9,86",BRC0005R,Nome não encontrado
Proteína,g,"7,00","0,84",BRC0005R,Nome não encontrado
Lipídios,g,"0,70","0,08",BRC0005R,Nome não encontrado
Fibra alimentar,g,"1,53","0,18",BRC0005R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0005R,Nome não encontrado
Cinzas,g,"1,60","0,19",BRC0005R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0005R,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,01",BRC0005R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06","0,01",BRC0005R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,04",BRC0005R,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0005R,Nome não encontrado
Cálcio,mg,147,"17,7",BRC0005R,Nome não encontrado
Ferro,mg,"0,26","0,03",BRC0005R,Nome não encontrado
Sódio,mg,794,"95,3",BRC0005R,Nome não encontrado
Magnésio,mg,"10,6","1,28",BRC0005R,Nome não encontrado
Fósforo,mg,325,"39,1",BRC0005R,Nome não encontrado
Potássio,mg,"87,9","10,5",BRC0005R,Nome não encontrado
Manganês,mg,,,BRC0005R,Nome não encontrado
Zinco,mg,"0,16","0,02",BRC0005R,Nome não encontrado
Cobre,mg,,,BRC0005R,Nome não encontrado
Selênio,mcg,,,BRC0005R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0005R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0005R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0005R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0005R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0005R,Nome não encontrado
Riboflavina,mg,"0,26","0,03",BRC0005R,Nome não encontrado
Niacina,mg,"0,26","0,03",BRC0005R,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0005R,Nome não encontrado
Vitamina B12,mcg,"0,05","0,01",BRC0005R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0005R,Nome não encontrado
Equivalente de folato,mcg,"58,0","6,96",BRC0005R,Nome não encontrado
Sal de adição,g,,,BRC0005R,Nome não encontrado
Açúcar de adição,g,,,BRC0005R,Nome não encontrado
Gordura de adição,g,,,BRC0005R,Nome não encontrado
Proteína vegetal,g,,,BRC0005R,Nome não encontrado
Proteína animal,g,,,BRC0005R,Nome não encontrado
